Time,Phase,Height_Z,Horiz_X,Vel_Z,Vel_X,Hip_Angle,Leg_Compression,Centrifugal_W,Contact
1.916,2,0.1466,0.4443,0.0004,0.0001,-0.0,-0.0026,47.0225,1
1.917,2,0.1466,0.4443,0.0004,0.0001,-0.0,-0.0026,47.0225,1
1.918,2,0.1466,0.4443,0.0004,0.0001,-0.0,-0.0026,47.0225,1
1.919,2,0.1466,0.4443,0.0004,0.0001,-0.0,-0.0026,47.0225,1
1.92,2,0.1466,0.4443,0.0004,0.0001,-0.0,-0.0026,47.0225,1
1.921,2,0.1466,0.4443,0.0004,0.0001,-0.0,-0.0026,47.0225,1
1.922,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.923,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.924,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.925,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.926,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.927,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.928,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.929,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.93,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.931,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.932,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.933,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.934,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.935,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.936,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.937,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.938,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.939,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.94,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.941,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.942,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.943,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.944,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.945,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.946,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.947,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.948,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.949,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.95,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.951,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.952,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.953,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.954,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.955,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.956,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.957,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.958,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.959,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.96,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.961,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.962,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.963,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.964,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.965,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.966,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.967,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.968,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.969,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.97,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.971,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.972,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.973,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.974,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.975,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.976,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.977,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.978,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.979,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.98,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.981,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.982,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.983,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.984,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.985,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.986,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.987,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.988,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.989,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.99,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.991,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.992,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.993,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.994,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.995,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.996,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.997,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.998,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
1.999,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.0,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.001,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.002,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.003,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.004,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.005,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.006,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.007,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.008,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.009,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.01,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.011,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.012,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.013,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.014,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.015,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.016,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.017,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.018,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.019,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.02,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.021,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.022,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.023,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.024,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.025,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.026,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.027,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.028,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.029,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.03,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.031,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.032,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.033,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.034,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.035,2,0.1466,0.4443,0.0004,0.0,-0.0,-0.0026,47.0225,1
2.036,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.037,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.038,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.039,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.04,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.041,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.042,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.043,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.044,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.045,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.046,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.047,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.048,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.049,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.05,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.051,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.052,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.053,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.054,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.055,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.056,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.057,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.058,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.059,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.06,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.061,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.062,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.063,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.064,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.065,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.066,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.067,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.068,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.069,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.07,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.071,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.072,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.073,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.074,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.075,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.076,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.077,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.078,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.079,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.08,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.081,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.082,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.083,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.084,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.085,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.086,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.087,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.088,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.089,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.09,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.091,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.092,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.093,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.094,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.095,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.096,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.097,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.098,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.099,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.1,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.101,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.102,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.103,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.104,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.105,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.106,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.107,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.108,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.109,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.11,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.111,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.112,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.113,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.114,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.115,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.116,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.117,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.118,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.119,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.12,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.121,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.122,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.123,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.124,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.125,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.126,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.127,2,0.1466,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.128,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.129,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.13,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.131,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.132,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.133,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.134,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.135,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.136,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.137,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.138,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.139,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.14,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.141,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.142,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.143,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.144,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.145,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.146,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.147,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.148,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.149,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.15,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.151,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.152,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.153,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.154,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.155,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.156,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.157,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.158,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.159,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.16,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.161,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.162,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.163,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.164,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.165,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.166,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.167,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.168,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.169,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.17,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.171,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.172,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.173,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0026,47.0225,1
2.174,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.175,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.176,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.177,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.178,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.179,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.18,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.181,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.182,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.183,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.184,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.185,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.186,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.187,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.188,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.189,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.19,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.191,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.192,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.193,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.194,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.195,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.196,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.197,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.198,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.199,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.2,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.201,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.202,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.203,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.204,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.205,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.206,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.207,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.208,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.209,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.21,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.211,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.212,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.213,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.214,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.215,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.216,2,0.1467,0.4443,0.0003,0.0,-0.0,-0.0025,47.0225,1
2.217,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.218,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.219,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.22,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.221,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.222,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.223,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.224,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.225,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.226,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.227,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.228,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.229,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.23,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.231,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.232,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.233,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.234,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.235,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.236,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.237,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.238,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
2.239,2,0.1467,0.4443,0.0002,0.0,-0.0,-0.0025,47.0225,1
