Time,Phase,Height_Z,Horiz_X,Vel_Z,Vel_X,Hip_Angle,Leg_Compression,Centrifugal_W,Contact
1.285,2,0.1488,0.4446,0.1593,0.0268,-0.0279,-0.0007,47.0225,1
1.286,2,0.1489,0.4446,0.1541,0.0251,-0.0276,-0.0006,47.0225,1
1.287,2,0.1491,0.4446,0.1486,0.0235,-0.0274,-0.0005,47.0225,1
1.288,2,0.1492,0.4446,0.143,0.0219,-0.0271,-0.0004,47.0225,1
1.289,2,0.1493,0.4447,0.1373,0.0205,-0.0268,-0.0003,47.0225,1
1.29,2,0.1495,0.4447,0.1313,0.0192,-0.0265,-0.0002,47.0225,1
1.291,2,0.1496,0.4447,0.1253,0.018,-0.0263,-0.0001,47.0225,1
1.292,2,0.1497,0.4447,0.119,0.0169,-0.026,0.0,47.0225,1
1.293,2,0.1498,0.4447,0.1127,0.0158,-0.0258,0.0001,47.0225,1
1.294,2,0.1499,0.4447,0.1063,0.0147,-0.0255,0.0001,47.0225,1
1.295,2,0.15,0.4448,0.1,0.0136,-0.0252,0.0001,47.0225,1
1.296,2,0.1501,0.4448,0.0938,0.0126,-0.025,0.0,47.0225,1
1.297,2,0.1502,0.4448,0.0876,0.0116,-0.0247,0.0,47.0225,1
1.298,2,0.1503,0.4448,0.0815,0.0107,-0.0245,-0.0,47.0225,1
1.299,2,0.1504,0.4448,0.0755,0.0098,-0.0242,-0.0,47.0225,0
1.3,2,0.1504,0.4448,0.0694,0.0089,-0.024,-0.0,47.0225,0
1.301,2,0.1505,0.4448,0.0633,0.0081,-0.0238,-0.0,47.0225,0
1.302,2,0.1506,0.4448,0.0571,0.0073,-0.0235,0.0,47.0225,0
1.303,2,0.1506,0.4448,0.0509,0.0065,-0.0233,0.0,47.0225,0
1.304,2,0.1507,0.4448,0.0447,0.0057,-0.0231,0.0,47.0225,0
1.305,2,0.1507,0.4448,0.0385,0.005,-0.0228,0.0,47.0225,0
1.306,2,0.1507,0.4448,0.0323,0.0042,-0.0226,0.0,47.0225,0
1.307,2,0.1507,0.4448,0.0261,0.0035,-0.0224,0.0,47.0225,0
1.308,2,0.1508,0.4449,0.0199,0.0028,-0.0221,0.0,47.0225,0
1.309,2,0.1508,0.4449,0.0136,0.002,-0.0219,0.0,47.0225,0
1.31,2,0.1508,0.4449,0.0073,0.0013,-0.0217,0.0,47.0225,0
1.311,2,0.1508,0.4449,0.0011,0.0006,-0.0215,0.0,47.0225,0
1.312,2,0.1508,0.4449,-0.0053,-0.0001,-0.0213,0.0,47.0225,0
1.313,2,0.1508,0.4449,-0.0116,-0.0009,-0.0211,0.0,47.0225,0
1.314,2,0.1508,0.4449,-0.018,-0.0016,-0.0209,0.0,47.0225,0
1.315,2,0.1507,0.4448,-0.0244,-0.0023,-0.0206,0.0,47.0225,0
1.316,2,0.1507,0.4448,-0.0308,-0.0031,-0.0204,0.0,47.0225,0
1.317,2,0.1507,0.4448,-0.0372,-0.0038,-0.0202,0.0,47.0225,0
1.318,2,0.1506,0.4448,-0.0437,-0.0046,-0.02,0.0,47.0225,0
1.319,2,0.1506,0.4448,-0.0501,-0.0054,-0.0198,0.0,47.0225,0
1.32,2,0.1505,0.4448,-0.0566,-0.0061,-0.0196,0.0,47.0225,0
1.321,2,0.1505,0.4448,-0.0632,-0.0069,-0.0194,0.0,47.0225,0
1.322,2,0.1504,0.4448,-0.0697,-0.0077,-0.0192,0.0,47.0225,0
1.323,2,0.1503,0.4448,-0.0763,-0.0085,-0.019,0.0,47.0225,0
1.324,2,0.1502,0.4448,-0.0828,-0.0093,-0.0189,0.0,47.0225,0
1.325,2,0.1501,0.4448,-0.0894,-0.0101,-0.0187,0.0,47.0225,1
1.326,2,0.15,0.4448,-0.096,-0.0109,-0.0185,0.0,47.0225,1
1.327,2,0.1499,0.4448,-0.1027,-0.0117,-0.0183,0.0,47.0225,1
1.328,2,0.1498,0.4447,-0.1093,-0.0125,-0.0181,0.0,47.0225,1
1.329,2,0.1497,0.4447,-0.1152,-0.0127,-0.0179,-0.0001,47.0225,1
1.33,2,0.1496,0.4447,-0.1213,-0.0138,-0.0178,-0.0002,47.0225,1
1.331,2,0.1495,0.4447,-0.1267,-0.014,-0.0176,-0.0003,47.0225,1
1.332,2,0.1493,0.4447,-0.1317,-0.0145,-0.0174,-0.0004,47.0225,1
1.333,2,0.1492,0.4447,-0.1363,-0.0148,-0.0172,-0.0006,47.0225,1
1.334,2,0.1491,0.4447,-0.1405,-0.0151,-0.0171,-0.0007,47.0225,1
1.335,2,0.1489,0.4446,-0.1442,-0.0153,-0.0169,-0.0008,47.0225,1
1.336,2,0.1488,0.4446,-0.1475,-0.0154,-0.0167,-0.0009,47.0225,1
1.337,2,0.1486,0.4446,-0.1504,-0.0155,-0.0165,-0.0011,47.0225,1
1.338,2,0.1485,0.4446,-0.1528,-0.0155,-0.0164,-0.0012,47.0225,1
1.339,2,0.1483,0.4446,-0.1547,-0.0155,-0.0162,-0.0013,47.0225,1
1.34,2,0.1481,0.4446,-0.1561,-0.0154,-0.0161,-0.0014,47.0225,1
1.341,2,0.148,0.4446,-0.157,-0.0152,-0.0159,-0.0016,47.0225,1
1.342,2,0.1478,0.4445,-0.1575,-0.015,-0.0157,-0.0017,47.0225,1
1.343,2,0.1477,0.4445,-0.1576,-0.0148,-0.0156,-0.0018,47.0225,1
1.344,2,0.1475,0.4445,-0.1571,-0.0145,-0.0154,-0.002,47.0225,1
1.345,2,0.1474,0.4445,-0.1562,-0.0142,-0.0153,-0.0021,47.0225,1
1.346,2,0.1472,0.4445,-0.1548,-0.0138,-0.0151,-0.0022,47.0225,1
1.347,2,0.1471,0.4445,-0.153,-0.0135,-0.015,-0.0023,47.0225,1
1.348,2,0.1469,0.4445,-0.1508,-0.0131,-0.0148,-0.0024,47.0225,1
1.349,2,0.1468,0.4444,-0.1481,-0.0127,-0.0147,-0.0026,47.0225,1
1.35,2,0.1466,0.4444,-0.1449,-0.0122,-0.0145,-0.0027,47.0225,1
1.351,2,0.1465,0.4444,-0.1414,-0.0118,-0.0144,-0.0028,47.0225,1
1.352,2,0.1463,0.4444,-0.1375,-0.0113,-0.0142,-0.0029,47.0225,1
1.353,2,0.1462,0.4444,-0.1331,-0.0108,-0.0141,-0.003,47.0225,1
1.354,2,0.1461,0.4444,-0.1284,-0.0103,-0.0139,-0.0031,47.0225,1
1.355,2,0.1459,0.4444,-0.1234,-0.0097,-0.0138,-0.0032,47.0225,1
1.356,2,0.1458,0.4444,-0.118,-0.0091,-0.0137,-0.0033,47.0225,1
1.357,2,0.1457,0.4444,-0.1122,-0.0086,-0.0135,-0.0034,47.0225,1
1.358,2,0.1456,0.4444,-0.1062,-0.008,-0.0134,-0.0035,47.0225,1
1.359,2,0.1455,0.4443,-0.0999,-0.0074,-0.0133,-0.0035,47.0225,1
1.36,2,0.1454,0.4443,-0.0933,-0.0067,-0.0131,-0.0036,47.0225,1
1.361,2,0.1453,0.4443,-0.0864,-0.0061,-0.013,-0.0037,47.0225,1
1.362,2,0.1453,0.4443,-0.0794,-0.0054,-0.0129,-0.0037,47.0225,1
1.363,2,0.1452,0.4443,-0.0721,-0.0048,-0.0127,-0.0038,47.0225,1
1.364,2,0.1451,0.4443,-0.0647,-0.0041,-0.0126,-0.0038,47.0225,1
1.365,2,0.1451,0.4443,-0.0571,-0.0034,-0.0125,-0.0039,47.0225,1
1.366,2,0.145,0.4443,-0.0494,-0.0027,-0.0124,-0.0039,47.0225,1
1.367,2,0.145,0.4443,-0.0416,-0.002,-0.0122,-0.0039,47.0225,1
1.368,2,0.1449,0.4443,-0.0336,-0.0012,-0.0121,-0.004,47.0225,1
1.369,2,0.1449,0.4443,-0.0257,-0.0005,-0.012,-0.004,47.0225,1
1.37,2,0.1449,0.4443,-0.0177,0.0002,-0.0119,-0.004,47.0225,1
1.371,2,0.1449,0.4443,-0.0096,0.001,-0.0118,-0.004,47.0225,1
1.372,2,0.1449,0.4443,-0.0023,0.0005,-0.0116,-0.004,47.0225,1
1.373,2,0.1449,0.4443,0.0043,-0.0006,-0.0115,-0.004,47.0225,1
1.374,2,0.1449,0.4443,0.0103,-0.0018,-0.0114,-0.004,47.0225,1
1.375,2,0.1449,0.4443,0.0158,-0.003,-0.0113,-0.0039,47.0225,1
1.376,2,0.1449,0.4443,0.0209,-0.0042,-0.0112,-0.0039,47.0225,1
1.377,2,0.145,0.4443,0.0255,-0.0053,-0.0111,-0.0039,47.0225,1
1.378,2,0.145,0.4443,0.0298,-0.0063,-0.011,-0.0039,47.0225,1
1.379,2,0.145,0.4443,0.0337,-0.0073,-0.0108,-0.0038,47.0225,1
1.38,2,0.1451,0.4443,0.0373,-0.0081,-0.0107,-0.0038,47.0225,1
1.381,2,0.1451,0.4443,0.0405,-0.0088,-0.0106,-0.0038,47.0225,1
1.382,2,0.1451,0.4443,0.0433,-0.0094,-0.0105,-0.0037,47.0225,1
1.383,2,0.1452,0.4442,0.0458,-0.01,-0.0104,-0.0037,47.0225,1
1.384,2,0.1452,0.4442,0.0479,-0.0104,-0.0103,-0.0036,47.0225,1
1.385,2,0.1453,0.4442,0.0496,-0.0107,-0.0102,-0.0036,47.0225,1
1.386,2,0.1453,0.4442,0.0509,-0.0109,-0.0101,-0.0035,47.0225,1
1.387,2,0.1454,0.4442,0.0518,-0.0109,-0.01,-0.0035,47.0225,1
1.388,2,0.1454,0.4442,0.0523,-0.0109,-0.0099,-0.0035,47.0225,1
1.389,2,0.1455,0.4442,0.0525,-0.0108,-0.0098,-0.0034,47.0225,1
1.39,2,0.1455,0.4442,0.0523,-0.0107,-0.0097,-0.0034,47.0225,1
1.391,2,0.1456,0.4442,0.0518,-0.0104,-0.0096,-0.0033,47.0225,1
1.392,2,0.1456,0.4442,0.0509,-0.01,-0.0095,-0.0033,47.0225,1
1.393,2,0.1457,0.4441,0.0498,-0.0093,-0.0094,-0.0032,47.0225,1
1.394,2,0.1457,0.4441,0.0487,-0.0084,-0.0093,-0.0032,47.0225,1
1.395,2,0.1458,0.4441,0.0474,-0.0074,-0.0092,-0.0032,47.0225,1
1.396,2,0.1458,0.4441,0.046,-0.0062,-0.0091,-0.0031,47.0225,1
1.397,2,0.1459,0.4441,0.0445,-0.0049,-0.0091,-0.0031,47.0225,1
1.398,2,0.1459,0.4441,0.043,-0.0036,-0.009,-0.0031,47.0225,1
1.399,2,0.146,0.4441,0.0414,-0.0023,-0.0089,-0.003,47.0225,1
1.4,2,0.146,0.4441,0.0397,-0.0009,-0.0088,-0.003,47.0225,1
1.401,2,0.146,0.4441,0.0379,0.0004,-0.0087,-0.003,47.0225,1
1.402,2,0.1461,0.4441,0.0361,0.0016,-0.0086,-0.0029,47.0225,1
1.403,2,0.1461,0.4441,0.0343,0.0028,-0.0085,-0.0029,47.0225,1
1.404,2,0.1461,0.4441,0.0324,0.0039,-0.0084,-0.0029,47.0225,1
1.405,2,0.1462,0.4441,0.0304,0.0049,-0.0084,-0.0029,47.0225,1
1.406,2,0.1462,0.4441,0.0285,0.0057,-0.0083,-0.0029,47.0225,1
1.407,2,0.1462,0.4441,0.0265,0.0065,-0.0082,-0.0028,47.0225,1
1.408,2,0.1463,0.4441,0.0245,0.0071,-0.0081,-0.0028,47.0225,1
1.409,2,0.1463,0.4441,0.0225,0.0076,-0.008,-0.0028,47.0225,1
1.41,2,0.1463,0.4442,0.0205,0.0079,-0.0079,-0.0028,47.0225,1
1.411,2,0.1463,0.4442,0.0184,0.0081,-0.0079,-0.0028,47.0225,1
1.412,2,0.1463,0.4442,0.0164,0.0082,-0.0078,-0.0028,47.0225,1
1.413,2,0.1463,0.4442,0.0144,0.0082,-0.0077,-0.0028,47.0225,1
1.414,2,0.1464,0.4442,0.0124,0.008,-0.0076,-0.0027,47.0225,1
1.415,2,0.1464,0.4442,0.0104,0.0078,-0.0076,-0.0027,47.0225,1
1.416,2,0.1464,0.4442,0.0084,0.0074,-0.0075,-0.0027,47.0225,1
1.417,2,0.1464,0.4442,0.0064,0.0069,-0.0074,-0.0027,47.0225,1
1.418,2,0.1464,0.4442,0.0044,0.0064,-0.0073,-0.0027,47.0225,1
1.419,2,0.1464,0.4442,0.0025,0.0058,-0.0073,-0.0027,47.0225,1
1.42,2,0.1464,0.4442,0.0005,0.0051,-0.0072,-0.0027,47.0225,1
1.421,2,0.1464,0.4442,-0.0014,0.0044,-0.0071,-0.0027,47.0225,1
1.422,2,0.1464,0.4442,-0.0033,0.0037,-0.007,-0.0027,47.0225,1
1.423,2,0.1464,0.4442,-0.0051,0.0029,-0.007,-0.0027,47.0225,1
1.424,2,0.1464,0.4442,-0.007,0.0022,-0.0069,-0.0027,47.0225,1
1.425,2,0.1464,0.4442,-0.0084,0.002,-0.0068,-0.0028,47.0225,1
1.426,2,0.1464,0.4442,-0.0096,0.0021,-0.0068,-0.0028,47.0225,1
1.427,2,0.1463,0.4442,-0.0105,0.0021,-0.0067,-0.0028,47.0225,1
1.428,2,0.1463,0.4442,-0.0111,0.0022,-0.0066,-0.0028,47.0225,1
1.429,2,0.1463,0.4443,-0.0117,0.0023,-0.0066,-0.0028,47.0225,1
1.43,2,0.1463,0.4443,-0.012,0.0024,-0.0065,-0.0028,47.0225,1
1.431,2,0.1463,0.4443,-0.0123,0.0024,-0.0064,-0.0028,47.0225,1
1.432,2,0.1463,0.4443,-0.0125,0.0025,-0.0064,-0.0028,47.0225,1
1.433,2,0.1463,0.4443,-0.0125,0.0025,-0.0063,-0.0028,47.0225,1
1.434,2,0.1463,0.4443,-0.0125,0.0025,-0.0062,-0.0029,47.0225,1
1.435,2,0.1463,0.4443,-0.0124,0.0025,-0.0062,-0.0029,47.0225,1
1.436,2,0.1462,0.4443,-0.0122,0.0025,-0.0061,-0.0029,47.0225,1
1.437,2,0.1462,0.4443,-0.0119,0.0024,-0.0061,-0.0029,47.0225,1
1.438,2,0.1462,0.4443,-0.0116,0.0024,-0.006,-0.0029,47.0225,1
1.439,2,0.1462,0.4443,-0.0112,0.0023,-0.0059,-0.0029,47.0225,1
1.44,2,0.1462,0.4443,-0.0107,0.0022,-0.0059,-0.0029,47.0225,1
1.441,2,0.1462,0.4443,-0.0102,0.0022,-0.0058,-0.0029,47.0225,1
1.442,2,0.1462,0.4443,-0.0096,0.0021,-0.0058,-0.0029,47.0225,1
1.443,2,0.1462,0.4443,-0.0089,0.0019,-0.0057,-0.0029,47.0225,1
1.444,2,0.1462,0.4443,-0.0082,0.0018,-0.0056,-0.0029,47.0225,1
1.445,2,0.1461,0.4443,-0.0075,0.0017,-0.0056,-0.003,47.0225,1
1.446,2,0.1461,0.4443,-0.0067,0.0016,-0.0055,-0.003,47.0225,1
1.447,2,0.1461,0.4443,-0.0059,0.0014,-0.0055,-0.003,47.0225,1
1.448,2,0.1461,0.4443,-0.0051,0.0013,-0.0054,-0.003,47.0225,1
1.449,2,0.1461,0.4443,-0.0042,0.0012,-0.0054,-0.003,47.0225,1
1.45,2,0.1461,0.4443,-0.0034,0.001,-0.0053,-0.003,47.0225,1
1.451,2,0.1461,0.4443,-0.0025,0.0009,-0.0053,-0.003,47.0225,1
1.452,2,0.1461,0.4443,-0.0016,0.0007,-0.0052,-0.003,47.0225,1
1.453,2,0.1461,0.4443,-0.0008,0.0006,-0.0052,-0.003,47.0225,1
1.454,2,0.1461,0.4443,0.0001,0.0005,-0.0051,-0.003,47.0225,1
1.455,2,0.1461,0.4443,0.0009,0.0003,-0.0051,-0.003,47.0225,1
1.456,2,0.1461,0.4443,0.0017,0.0002,-0.005,-0.003,47.0225,1
1.457,2,0.1461,0.4443,0.0025,0.0001,-0.005,-0.003,47.0225,1
1.458,2,0.1461,0.4443,0.0032,-0.0,-0.0049,-0.003,47.0225,1
1.459,2,0.1461,0.4443,0.0039,-0.0002,-0.0049,-0.003,47.0225,1
1.46,2,0.1461,0.4443,0.0046,-0.0003,-0.0048,-0.003,47.0225,1
1.461,2,0.1461,0.4443,0.0052,-0.0004,-0.0048,-0.003,47.0225,1
1.462,2,0.1461,0.4443,0.0058,-0.0005,-0.0047,-0.0029,47.0225,1
1.463,2,0.1462,0.4443,0.0064,-0.0005,-0.0047,-0.0029,47.0225,1
1.464,2,0.1462,0.4443,0.0068,-0.0006,-0.0046,-0.0029,47.0225,1
1.465,2,0.1462,0.4443,0.0073,-0.0007,-0.0046,-0.0029,47.0225,1
1.466,2,0.1462,0.4443,0.0076,-0.0007,-0.0045,-0.0029,47.0225,1
1.467,2,0.1462,0.4443,0.008,-0.0008,-0.0045,-0.0029,47.0225,1
1.468,2,0.1462,0.4443,0.0082,-0.0008,-0.0044,-0.0029,47.0225,1
1.469,2,0.1462,0.4443,0.0084,-0.0009,-0.0044,-0.0029,47.0225,1
1.47,2,0.1462,0.4443,0.0086,-0.0009,-0.0043,-0.0029,47.0225,1
1.471,2,0.1462,0.4443,0.0087,-0.0009,-0.0043,-0.0029,47.0225,1
1.472,2,0.1462,0.4443,0.0087,-0.0009,-0.0043,-0.0029,47.0225,1
1.473,2,0.1462,0.4443,0.0087,-0.0009,-0.0042,-0.0029,47.0225,1
1.474,2,0.1462,0.4443,0.0087,-0.0009,-0.0042,-0.0029,47.0225,1
1.475,2,0.1463,0.4443,0.0086,-0.0009,-0.0041,-0.0029,47.0225,1
1.476,2,0.1463,0.4443,0.0084,-0.0008,-0.0041,-0.0029,47.0225,1
1.477,2,0.1463,0.4443,0.0082,-0.0008,-0.0041,-0.0028,47.0225,1
1.478,2,0.1463,0.4443,0.008,-0.0008,-0.004,-0.0028,47.0225,1
1.479,2,0.1463,0.4443,0.0077,-0.0007,-0.004,-0.0028,47.0225,1
1.48,2,0.1463,0.4443,0.0074,-0.0007,-0.0039,-0.0028,47.0225,1
1.481,2,0.1463,0.4443,0.007,-0.0006,-0.0039,-0.0028,47.0225,1
1.482,2,0.1463,0.4443,0.0067,-0.0005,-0.0039,-0.0028,47.0225,1
1.483,2,0.1463,0.4443,0.0063,-0.0005,-0.0038,-0.0028,47.0225,1
1.484,2,0.1463,0.4443,0.0058,-0.0004,-0.0038,-0.0028,47.0225,1
1.485,2,0.1463,0.4443,0.0054,-0.0003,-0.0037,-0.0028,47.0225,1
1.486,2,0.1463,0.4443,0.0049,-0.0003,-0.0037,-0.0028,47.0225,1
1.487,2,0.1463,0.4443,0.0045,-0.0002,-0.0037,-0.0028,47.0225,1
1.488,2,0.1463,0.4443,0.004,-0.0001,-0.0036,-0.0028,47.0225,1
1.489,2,0.1463,0.4443,0.0035,-0.0,-0.0036,-0.0028,47.0225,1
1.49,2,0.1463,0.4443,0.003,0.0,-0.0036,-0.0028,47.0225,1
1.491,2,0.1463,0.4443,0.0025,0.0001,-0.0035,-0.0028,47.0225,1
1.492,2,0.1463,0.4443,0.0021,0.0002,-0.0035,-0.0028,47.0225,1
1.493,2,0.1463,0.4443,0.0016,0.0003,-0.0035,-0.0028,47.0225,1
1.494,2,0.1463,0.4443,0.0011,0.0003,-0.0034,-0.0028,47.0225,1
1.495,2,0.1463,0.4443,0.0007,0.0004,-0.0034,-0.0028,47.0225,1
1.496,2,0.1463,0.4443,0.0003,0.0005,-0.0033,-0.0028,47.0225,1
1.497,2,0.1463,0.4443,-0.0001,0.0005,-0.0033,-0.0028,47.0225,1
1.498,2,0.1463,0.4443,-0.0005,0.0006,-0.0033,-0.0028,47.0225,1
1.499,2,0.1463,0.4443,-0.0009,0.0006,-0.0032,-0.0028,47.0225,1
1.5,2,0.1463,0.4443,-0.0012,0.0007,-0.0032,-0.0028,47.0225,1
1.501,2,0.1463,0.4443,-0.0016,0.0007,-0.0032,-0.0028,47.0225,1
1.502,2,0.1463,0.4443,-0.0018,0.0008,-0.0032,-0.0028,47.0225,1
1.503,2,0.1463,0.4443,-0.0021,0.0008,-0.0031,-0.0028,47.0225,1
1.504,2,0.1463,0.4443,-0.0023,0.0008,-0.0031,-0.0028,47.0225,1
1.505,2,0.1463,0.4443,-0.0025,0.0008,-0.0031,-0.0028,47.0225,1
1.506,2,0.1463,0.4443,-0.0027,0.0009,-0.003,-0.0028,47.0225,1
1.507,2,0.1463,0.4443,-0.0029,0.0009,-0.003,-0.0028,47.0225,1
1.508,2,0.1463,0.4443,-0.003,0.0009,-0.003,-0.0028,47.0225,1
1.509,2,0.1463,0.4443,-0.003,0.0009,-0.0029,-0.0028,47.0225,1
1.51,2,0.1463,0.4443,-0.0031,0.0009,-0.0029,-0.0028,47.0225,1
1.511,2,0.1463,0.4443,-0.0031,0.0009,-0.0029,-0.0028,47.0225,1
1.512,2,0.1463,0.4443,-0.0031,0.0009,-0.0029,-0.0028,47.0225,1
1.513,2,0.1463,0.4443,-0.0031,0.0009,-0.0028,-0.0028,47.0225,1
1.514,2,0.1463,0.4443,-0.003,0.0008,-0.0028,-0.0028,47.0225,1
1.515,2,0.1463,0.4443,-0.0029,0.0008,-0.0028,-0.0028,47.0225,1
1.516,2,0.1463,0.4443,-0.0028,0.0008,-0.0027,-0.0028,47.0225,1
1.517,2,0.1463,0.4443,-0.0027,0.0008,-0.0027,-0.0028,47.0225,1
1.518,2,0.1463,0.4443,-0.0025,0.0007,-0.0027,-0.0028,47.0225,1
1.519,2,0.1463,0.4443,-0.0024,0.0007,-0.0027,-0.0028,47.0225,1
1.52,2,0.1463,0.4443,-0.0022,0.0007,-0.0026,-0.0028,47.0225,1
1.521,2,0.1463,0.4443,-0.002,0.0006,-0.0026,-0.0028,47.0225,1
1.522,2,0.1463,0.4443,-0.0018,0.0006,-0.0026,-0.0028,47.0225,1
1.523,2,0.1463,0.4443,-0.0015,0.0006,-0.0026,-0.0028,47.0225,1
1.524,2,0.1463,0.4443,-0.0013,0.0005,-0.0025,-0.0028,47.0225,1
1.525,2,0.1463,0.4443,-0.001,0.0005,-0.0025,-0.0028,47.0225,1
1.526,2,0.1463,0.4443,-0.0008,0.0004,-0.0025,-0.0028,47.0225,1
1.527,2,0.1463,0.4443,-0.0005,0.0004,-0.0025,-0.0028,47.0225,1
1.528,2,0.1463,0.4443,-0.0003,0.0004,-0.0024,-0.0028,47.0225,1
1.529,2,0.1463,0.4443,-0.0,0.0003,-0.0024,-0.0028,47.0225,1
1.53,2,0.1463,0.4443,0.0002,0.0003,-0.0024,-0.0028,47.0225,1
1.531,2,0.1463,0.4443,0.0005,0.0002,-0.0024,-0.0028,47.0225,1
1.532,2,0.1463,0.4443,0.0007,0.0002,-0.0023,-0.0028,47.0225,1
1.533,2,0.1463,0.4443,0.001,0.0001,-0.0023,-0.0028,47.0225,1
1.534,2,0.1463,0.4443,0.0012,0.0001,-0.0023,-0.0028,47.0225,1
1.535,2,0.1463,0.4443,0.0015,0.0001,-0.0023,-0.0028,47.0225,1
1.536,2,0.1463,0.4443,0.0017,0.0,-0.0022,-0.0028,47.0225,1
1.537,2,0.1463,0.4443,0.0019,0.0,-0.0022,-0.0028,47.0225,1
1.538,2,0.1463,0.4443,0.0021,-0.0,-0.0022,-0.0028,47.0225,1
1.539,2,0.1463,0.4443,0.0022,-0.0,-0.0022,-0.0028,47.0225,1
1.54,2,0.1463,0.4443,0.0024,-0.0001,-0.0022,-0.0028,47.0225,1
1.541,2,0.1463,0.4443,0.0026,-0.0001,-0.0021,-0.0028,47.0225,1
1.542,2,0.1463,0.4443,0.0027,-0.0001,-0.0021,-0.0028,47.0225,1
1.543,2,0.1463,0.4443,0.0028,-0.0001,-0.0021,-0.0028,47.0225,1
1.544,2,0.1463,0.4443,0.0029,-0.0001,-0.0021,-0.0028,47.0225,1
1.545,2,0.1463,0.4443,0.003,-0.0002,-0.002,-0.0028,47.0225,1
1.546,2,0.1463,0.4443,0.0031,-0.0002,-0.002,-0.0028,47.0225,1
1.547,2,0.1463,0.4443,0.0031,-0.0002,-0.002,-0.0028,47.0225,1
1.548,2,0.1463,0.4443,0.0032,-0.0002,-0.002,-0.0028,47.0225,1
1.549,2,0.1463,0.4443,0.0032,-0.0002,-0.002,-0.0028,47.0225,1
1.55,2,0.1463,0.4443,0.0032,-0.0002,-0.0019,-0.0028,47.0225,1
1.551,2,0.1463,0.4443,0.0032,-0.0002,-0.0019,-0.0028,47.0225,1
1.552,2,0.1463,0.4443,0.0032,-0.0002,-0.0019,-0.0028,47.0225,1
1.553,2,0.1463,0.4443,0.0031,-0.0002,-0.0019,-0.0028,47.0225,1
1.554,2,0.1463,0.4443,0.0031,-0.0001,-0.0019,-0.0028,47.0225,1
1.555,2,0.1463,0.4443,0.003,-0.0001,-0.0019,-0.0028,47.0225,1
1.556,2,0.1463,0.4443,0.0029,-0.0001,-0.0018,-0.0028,47.0225,1
1.557,2,0.1464,0.4443,0.0028,-0.0001,-0.0018,-0.0028,47.0225,1
1.558,2,0.1464,0.4443,0.0027,-0.0001,-0.0018,-0.0028,47.0225,1
1.559,2,0.1464,0.4443,0.0026,-0.0001,-0.0018,-0.0028,47.0225,1
1.56,2,0.1464,0.4443,0.0025,-0.0,-0.0018,-0.0028,47.0225,1
1.561,2,0.1464,0.4443,0.0024,-0.0,-0.0017,-0.0028,47.0225,1
1.562,2,0.1464,0.4443,0.0023,-0.0,-0.0017,-0.0028,47.0225,1
1.563,2,0.1464,0.4443,0.0021,0.0,-0.0017,-0.0028,47.0225,1
1.564,2,0.1464,0.4443,0.002,0.0,-0.0017,-0.0028,47.0225,1
1.565,2,0.1464,0.4443,0.0018,0.0001,-0.0017,-0.0028,47.0225,1
1.566,2,0.1464,0.4443,0.0017,0.0001,-0.0017,-0.0028,47.0225,1
1.567,2,0.1464,0.4443,0.0016,0.0001,-0.0016,-0.0028,47.0225,1
1.568,2,0.1464,0.4443,0.0014,0.0001,-0.0016,-0.0028,47.0225,1
1.569,2,0.1464,0.4443,0.0013,0.0001,-0.0016,-0.0028,47.0225,1
1.57,2,0.1464,0.4443,0.0011,0.0002,-0.0016,-0.0028,47.0225,1
1.571,2,0.1464,0.4443,0.001,0.0002,-0.0016,-0.0028,47.0225,1
1.572,2,0.1464,0.4443,0.0009,0.0002,-0.0016,-0.0028,47.0225,1
1.573,2,0.1464,0.4443,0.0007,0.0002,-0.0015,-0.0028,47.0225,1
1.574,2,0.1464,0.4443,0.0006,0.0002,-0.0015,-0.0028,47.0225,1
1.575,2,0.1464,0.4443,0.0005,0.0002,-0.0015,-0.0028,47.0225,1
1.576,2,0.1464,0.4443,0.0004,0.0003,-0.0015,-0.0028,47.0225,1
1.577,2,0.1464,0.4443,0.0003,0.0003,-0.0015,-0.0028,47.0225,1
1.578,2,0.1464,0.4443,0.0002,0.0003,-0.0015,-0.0028,47.0225,1
1.579,2,0.1464,0.4443,0.0001,0.0003,-0.0015,-0.0028,47.0225,1
1.58,2,0.1464,0.4443,-0.0,0.0003,-0.0014,-0.0028,47.0225,1
1.581,2,0.1464,0.4443,-0.0001,0.0003,-0.0014,-0.0028,47.0225,1
1.582,2,0.1464,0.4443,-0.0002,0.0003,-0.0014,-0.0028,47.0225,1
1.583,2,0.1464,0.4443,-0.0002,0.0003,-0.0014,-0.0028,47.0225,1
1.584,2,0.1464,0.4443,-0.0003,0.0003,-0.0014,-0.0028,47.0225,1
1.585,2,0.1464,0.4443,-0.0003,0.0003,-0.0014,-0.0028,47.0225,1
1.586,2,0.1464,0.4443,-0.0003,0.0003,-0.0014,-0.0028,47.0225,1
1.587,2,0.1464,0.4443,-0.0004,0.0003,-0.0013,-0.0028,47.0225,1
1.588,2,0.1464,0.4443,-0.0004,0.0003,-0.0013,-0.0028,47.0225,1
1.589,2,0.1464,0.4443,-0.0004,0.0003,-0.0013,-0.0028,47.0225,1
1.59,2,0.1464,0.4443,-0.0004,0.0003,-0.0013,-0.0028,47.0225,1
1.591,2,0.1464,0.4443,-0.0004,0.0003,-0.0013,-0.0028,47.0225,1
