time,phase,z,x,compression,leg_length,hip_angle,target_hip_angle,vx,vy,omega,contact
0.697,SPINUP,0.141475,0.442594,0.002276,0.097724,-0.271497,-0.261900,0.000465,-0.439904,2.230159,1
0.698,SPINUP,0.141476,0.442594,0.002277,0.097723,-0.271463,-0.261900,0.000460,-0.439904,2.192233,1
0.699,SPINUP,0.141477,0.442595,0.002277,0.097723,-0.271429,-0.261900,0.000454,-0.439904,2.154094,1
0.700,SPINUP,0.141478,0.442595,0.002277,0.097723,-0.271396,-0.261900,0.000449,-0.439904,2.115746,1
0.701,SPINUP,0.141479,0.442595,0.002277,0.097723,-0.271363,-0.261900,0.000443,-0.439904,2.077193,1
0.702,SPINUP,0.141481,0.442596,0.002277,0.097723,-0.271331,-0.261900,0.000438,-0.439904,2.038438,1
0.703,SPINUP,0.141482,0.442596,0.002277,0.097723,-0.271299,-0.261900,0.000432,-0.439904,1.999486,1
0.704,SPINUP,0.141483,0.442597,0.002277,0.097723,-0.271267,-0.261900,0.000426,-0.439904,1.960340,1
0.705,SPINUP,0.141484,0.442597,0.002277,0.097723,-0.271236,-0.261900,0.000420,-0.439904,1.921004,1
0.706,SPINUP,0.141485,0.442598,0.002277,0.097723,-0.271206,-0.261900,0.000414,-0.439904,1.881481,1
0.707,SPINUP,0.141486,0.442598,0.002278,0.097722,-0.271175,-0.261900,0.000408,-0.439904,1.841777,1
0.708,SPINUP,0.141487,0.442598,0.002278,0.097722,-0.271146,-0.261900,0.000402,-0.439904,1.801895,1
0.709,SPINUP,0.141488,0.442599,0.002278,0.097722,-0.271116,-0.261900,0.000396,-0.439904,1.761838,1
0.710,SPINUP,0.141489,0.442599,0.002278,0.097722,-0.271087,-0.261900,0.000389,-0.439904,1.721611,1
0.711,SPINUP,0.141490,0.442600,0.002278,0.097722,-0.271059,-0.261900,0.000383,-0.439904,1.681217,1
0.712,SPINUP,0.141491,0.442600,0.002278,0.097722,-0.271031,-0.261900,0.000377,-0.439904,1.640661,1
0.713,SPINUP,0.141492,0.442600,0.002278,0.097722,-0.271003,-0.261900,0.000371,-0.439904,1.599946,1
0.714,SPINUP,0.141493,0.442601,0.002278,0.097722,-0.270976,-0.261900,0.000364,-0.439904,1.559076,1
0.715,SPINUP,0.141494,0.442601,0.002279,0.097721,-0.270949,-0.261900,0.000358,-0.439904,1.518056,1
0.716,SPINUP,0.141495,0.442601,0.002279,0.097721,-0.270923,-0.261900,0.000351,-0.439904,1.476889,1
0.717,SPINUP,0.141496,0.442602,0.002279,0.097721,-0.270898,-0.261900,0.000345,-0.439904,1.435579,1
0.718,SPINUP,0.141497,0.442602,0.002279,0.097721,-0.270872,-0.261900,0.000338,-0.439904,1.394131,1
0.719,SPINUP,0.141498,0.442602,0.002279,0.097721,-0.270848,-0.261900,0.000332,-0.439904,1.352548,1
0.720,SPINUP,0.141498,0.442603,0.002279,0.097721,-0.270823,-0.261900,0.000325,-0.439904,1.310834,1
0.721,SPINUP,0.141499,0.442603,0.002279,0.097721,-0.270799,-0.261900,0.000319,-0.439904,1.268994,1
0.722,SPINUP,0.141500,0.442603,0.002279,0.097721,-0.270776,-0.261900,0.000312,-0.439904,1.227030,1
0.723,SPINUP,0.141501,0.442604,0.002279,0.097721,-0.270753,-0.261900,0.000306,-0.439904,1.184948,1
0.724,SPINUP,0.141502,0.442604,0.002280,0.097720,-0.270731,-0.261900,0.000299,-0.439904,1.142752,1
0.725,SPINUP,0.141502,0.442604,0.002280,0.097720,-0.270709,-0.261900,0.000293,-0.439904,1.100445,1
0.726,SPINUP,0.141503,0.442605,0.002280,0.097720,-0.270687,-0.261900,0.000286,-0.439904,1.058031,1
0.727,SPINUP,0.141504,0.442605,0.002280,0.097720,-0.270666,-0.261900,0.000280,-0.439904,1.015515,1
0.728,SPINUP,0.141504,0.442605,0.002280,0.097720,-0.270646,-0.261900,0.000273,-0.439904,0.972900,1
0.729,SPINUP,0.141505,0.442605,0.002280,0.097720,-0.270626,-0.261900,0.000267,-0.439904,0.930191,1
0.730,SPINUP,0.141506,0.442606,0.002280,0.097720,-0.270606,-0.261900,0.000261,-0.439904,0.887392,1
0.731,SPINUP,0.141506,0.442606,0.002280,0.097720,-0.270587,-0.261900,0.000254,-0.439904,0.844507,1
0.732,SPINUP,0.141507,0.442606,0.002281,0.097719,-0.270569,-0.261900,0.000248,-0.439904,0.801539,1
0.733,SPINUP,0.141507,0.442606,0.002281,0.097719,-0.270551,-0.261900,0.000241,-0.439904,0.758494,1
0.734,SPINUP,0.141508,0.442607,0.002281,0.097719,-0.270533,-0.261900,0.000235,-0.439904,0.715375,1
0.735,SPINUP,0.141508,0.442607,0.002281,0.097719,-0.270516,-0.261900,0.000229,-0.439904,0.672186,1
0.736,SPINUP,0.141509,0.442607,0.002281,0.097719,-0.270499,-0.261900,0.000223,-0.439904,0.628931,1
0.737,SPINUP,0.141509,0.442607,0.002281,0.097719,-0.270483,-0.261900,0.000216,-0.439904,0.585615,1
0.738,SPINUP,0.141510,0.442607,0.002281,0.097719,-0.270468,-0.261900,0.000210,-0.439904,0.542242,1
0.739,SPINUP,0.141510,0.442608,0.002281,0.097719,-0.270452,-0.261900,0.000204,-0.439904,0.498815,1
0.740,SPINUP,0.141510,0.442608,0.002282,0.097718,-0.270438,-0.261900,0.000198,-0.439904,0.455339,1
0.741,SPINUP,0.141511,0.442608,0.002282,0.097718,-0.270423,-0.261900,0.000192,-0.439904,0.411819,1
0.742,SPINUP,0.141511,0.442608,0.002282,0.097718,-0.270409,-0.261900,0.000186,-0.439904,0.368257,1
0.743,SPINUP,0.141511,0.442608,0.002282,0.097718,-0.270396,-0.261900,0.000180,-0.439904,0.324659,1
0.744,SPINUP,0.141512,0.442609,0.002282,0.097718,-0.270383,-0.261900,0.000174,-0.439904,0.281029,1
0.745,SPINUP,0.141512,0.442609,0.002282,0.097718,-0.270371,-0.261900,0.000168,-0.439904,0.237370,1
0.746,SPINUP,0.141512,0.442609,0.002283,0.097717,-0.270359,-0.261900,0.000162,-0.439904,0.193687,1
0.747,SPINUP,0.141512,0.442609,0.002283,0.097717,-0.270347,-0.261900,0.000156,-0.439904,0.149984,1
0.748,SPINUP,0.141513,0.442609,0.002283,0.097717,-0.270336,-0.261900,0.000151,-0.439904,0.106266,1
0.749,SPINUP,0.141513,0.442609,0.002283,0.097717,-0.270325,-0.261900,0.000145,-0.439904,0.062536,1
0.750,SPINUP,0.141513,0.442610,0.002283,0.097717,-0.270315,-0.261900,0.000139,-0.439904,0.018798,1
0.751,SPINUP,0.141513,0.442610,0.002284,0.097716,-0.270305,-0.261900,0.000134,-0.439904,-0.024942,1
0.752,SPINUP,0.141513,0.442610,0.002284,0.097716,-0.270296,-0.261900,0.000128,-0.439904,-0.068681,1
0.753,SPINUP,0.141513,0.442610,0.002284,0.097716,-0.270287,-0.261900,0.000123,-0.439904,-0.112416,1
0.754,SPINUP,0.141513,0.442610,0.002284,0.097716,-0.270279,-0.261900,0.000118,-0.439904,-0.156140,1
0.755,SPINUP,0.141513,0.442610,0.002284,0.097716,-0.270270,-0.261900,0.000112,-0.439904,-0.199851,1
0.756,SPINUP,0.141513,0.442610,0.002285,0.097715,-0.270263,-0.261900,0.000107,-0.439904,-0.243544,1
0.757,SPINUP,0.141513,0.442610,0.002285,0.097715,-0.270256,-0.261900,0.000102,-0.439904,-0.287214,1
0.758,SPINUP,0.141513,0.442610,0.002285,0.097715,-0.270249,-0.261900,0.000097,-0.439904,-0.330859,1
0.759,SPINUP,0.141513,0.442611,0.002285,0.097715,-0.270242,-0.261900,0.000091,-0.439904,-0.374472,1
0.760,SPINUP,0.141513,0.442611,0.002285,0.097715,-0.270236,-0.261900,0.000086,-0.439904,-0.418051,1
0.761,SPINUP,0.141513,0.442611,0.002286,0.097714,-0.270231,-0.261900,0.000081,-0.439904,-0.461591,1
0.762,SPINUP,0.141513,0.442611,0.002286,0.097714,-0.270225,-0.261900,0.000077,-0.439904,-0.505087,1
0.763,SPINUP,0.141513,0.442611,0.002286,0.097714,-0.270221,-0.261900,0.000072,-0.439904,-0.548535,1
0.764,SPINUP,0.141513,0.442611,0.002286,0.097714,-0.270216,-0.261900,0.000067,-0.439904,-0.591932,1
0.765,SPINUP,0.141513,0.442611,0.002287,0.097713,-0.270212,-0.261900,0.000062,-0.439904,-0.635272,1
0.766,SPINUP,0.141512,0.442611,0.002287,0.097713,-0.270208,-0.261900,0.000057,-0.439904,-0.678552,1
0.767,SPINUP,0.141512,0.442611,0.002287,0.097713,-0.270205,-0.261900,0.000053,-0.439904,-0.721768,1
0.768,SPINUP,0.141512,0.442611,0.002288,0.097712,-0.270202,-0.261900,0.000048,-0.439904,-0.764914,1
0.769,SPINUP,0.141512,0.442611,0.002288,0.097712,-0.270200,-0.261900,0.000044,-0.439904,-0.807987,1
0.770,SPINUP,0.141511,0.442611,0.002288,0.097712,-0.270197,-0.261900,0.000039,-0.439904,-0.850983,1
0.771,SPINUP,0.141511,0.442611,0.002288,0.097712,-0.270196,-0.261900,0.000035,-0.439904,-0.893897,1
0.772,SPINUP,0.141511,0.442611,0.002289,0.097711,-0.270194,-0.261900,0.000030,-0.439904,-0.936725,1
0.773,SPINUP,0.141510,0.442611,0.002289,0.097711,-0.270193,-0.261900,0.000026,-0.439904,-0.979463,1
0.774,SPINUP,0.141510,0.442611,0.002289,0.097711,-0.270192,-0.261900,0.000021,-0.439904,-1.022107,1
0.775,SPINUP,0.141510,0.442611,0.002290,0.097710,-0.270192,-0.261900,0.000017,-0.439904,-1.064651,1
0.776,SPINUP,0.141509,0.442611,0.002290,0.097710,-0.270192,-0.261900,0.000013,-0.439904,-1.107093,1
0.777,SPINUP,0.141509,0.442611,0.002290,0.097710,-0.270192,-0.261900,0.000009,-0.439904,-1.149427,1
0.778,SPINUP,0.141508,0.442611,0.002291,0.097709,-0.270192,-0.261900,0.000005,-0.439904,-1.191649,1
0.779,SPINUP,0.141508,0.442611,0.002291,0.097709,-0.270193,-0.261900,0.000001,-0.439904,-1.233756,1
0.780,SPINUP,0.141508,0.442611,0.002291,0.097709,-0.270195,-0.261900,-0.000003,-0.439904,-1.275743,1
0.781,SPINUP,0.141507,0.442611,0.002292,0.097708,-0.270196,-0.261900,-0.000007,-0.439904,-1.317605,1
0.782,SPINUP,0.141507,0.442611,0.002292,0.097708,-0.270198,-0.261900,-0.000011,-0.439904,-1.359339,1
0.783,SPINUP,0.141506,0.442611,0.002292,0.097708,-0.270200,-0.261900,-0.000015,-0.439904,-1.400940,1
0.784,SPINUP,0.141505,0.442611,0.002293,0.097707,-0.270203,-0.261900,-0.000019,-0.439904,-1.442404,1
0.785,SPINUP,0.141505,0.442611,0.002293,0.097707,-0.270205,-0.261900,-0.000023,-0.439904,-1.483726,1
0.786,SPINUP,0.141504,0.442611,0.002293,0.097707,-0.270209,-0.261900,-0.000027,-0.439904,-1.524903,1
0.787,SPINUP,0.141504,0.442611,0.002294,0.097706,-0.270212,-0.261900,-0.000031,-0.439904,-1.565930,1
0.788,SPINUP,0.141503,0.442611,0.002294,0.097706,-0.270216,-0.261900,-0.000035,-0.439904,-1.606803,1
0.789,SPINUP,0.141502,0.442611,0.002294,0.097706,-0.270220,-0.261900,-0.000038,-0.439904,-1.647517,1
0.790,SPINUP,0.141502,0.442611,0.002295,0.097705,-0.270224,-0.261900,-0.000042,-0.439904,-1.688069,1
0.791,SPINUP,0.141501,0.442611,0.002295,0.097705,-0.270229,-0.261900,-0.000046,-0.439904,-1.728455,1
0.792,SPINUP,0.141500,0.442611,0.002296,0.097704,-0.270233,-0.261900,-0.000050,-0.439904,-1.768669,1
0.793,SPINUP,0.141500,0.442611,0.002296,0.097704,-0.270239,-0.261900,-0.000053,-0.439904,-1.808708,1
0.794,SPINUP,0.141499,0.442611,0.002296,0.097704,-0.270244,-0.261900,-0.000057,-0.439904,-1.848568,1
0.795,SPINUP,0.141498,0.442611,0.002297,0.097703,-0.270250,-0.261900,-0.000061,-0.439904,-1.888244,1
0.796,SPINUP,0.141497,0.442611,0.002297,0.097703,-0.270256,-0.261900,-0.000064,-0.439904,-1.927733,1
0.797,SPINUP,0.141497,0.442611,0.002298,0.097702,-0.270262,-0.261900,-0.000068,-0.439904,-1.967030,1
0.798,SPINUP,0.141496,0.442611,0.002298,0.097702,-0.270269,-0.261900,-0.000072,-0.439904,-2.006131,1
0.799,SPINUP,0.141495,0.442611,0.002298,0.097702,-0.270275,-0.261900,-0.000075,-0.439904,-2.045031,1
0.800,SPINUP,0.141494,0.442610,0.002299,0.097701,-0.270283,-0.261900,-0.000079,-0.439904,-2.083727,1
0.801,SPINUP,0.141493,0.442610,0.002299,0.097701,-0.270290,-0.261900,-0.000083,-0.439904,-2.122215,1
0.802,SPINUP,0.141493,0.442610,0.002300,0.097700,-0.270298,-0.261900,-0.000086,-0.439904,-2.160491,1
0.803,SPINUP,0.141492,0.442610,0.002300,0.097700,-0.270305,-0.261900,-0.000090,-0.439904,-2.198549,1
0.804,SPINUP,0.141491,0.442610,0.002301,0.097699,-0.270314,-0.261900,-0.000094,-0.439904,-2.236387,1
0.805,SPINUP,0.141490,0.442610,0.002301,0.097699,-0.270322,-0.261900,-0.000098,-0.439904,-2.274000,1
0.806,SPINUP,0.141489,0.442610,0.002301,0.097699,-0.270331,-0.261900,-0.000101,-0.439904,-2.311384,1
0.807,SPINUP,0.141488,0.442610,0.002302,0.097698,-0.270340,-0.261900,-0.000105,-0.439904,-2.348535,1
0.808,SPINUP,0.141487,0.442610,0.002302,0.097698,-0.270349,-0.261900,-0.000109,-0.439904,-2.385450,1
0.809,SPINUP,0.141486,0.442610,0.002303,0.097697,-0.270359,-0.261900,-0.000113,-0.439904,-2.422123,1
0.810,SPINUP,0.141485,0.442609,0.002303,0.097697,-0.270368,-0.261900,-0.000117,-0.439904,-2.458551,1
0.811,SPINUP,0.141484,0.442609,0.002304,0.097696,-0.270378,-0.261900,-0.000120,-0.439904,-2.494730,1
0.812,SPINUP,0.141483,0.442609,0.002304,0.097696,-0.270389,-0.261900,-0.000124,-0.439904,-2.530657,1
0.813,SPINUP,0.141482,0.442609,0.002305,0.097695,-0.270399,-0.261900,-0.000128,-0.439904,-2.566326,1
0.814,SPINUP,0.141481,0.442609,0.002305,0.097695,-0.270410,-0.261900,-0.000132,-0.439904,-2.601735,1
0.815,SPINUP,0.141480,0.442609,0.002306,0.097694,-0.270421,-0.261900,-0.000136,-0.439904,-2.636878,1
0.816,SPINUP,0.141479,0.442609,0.002306,0.097694,-0.270432,-0.261900,-0.000140,-0.439904,-2.671754,1
0.817,SPINUP,0.141478,0.442609,0.002307,0.097693,-0.270444,-0.261900,-0.000145,-0.439904,-2.706356,1
0.818,SPINUP,0.141477,0.442608,0.002307,0.097693,-0.270456,-0.261900,-0.000149,-0.439904,-2.740683,1
0.819,SPINUP,0.141476,0.442608,0.002308,0.097692,-0.270468,-0.261900,-0.000153,-0.439904,-2.774729,1
0.820,SPINUP,0.141475,0.442608,0.002308,0.097692,-0.270480,-0.261900,-0.000157,-0.439904,-2.808491,1
0.821,SPINUP,0.141473,0.442608,0.002309,0.097691,-0.270493,-0.261900,-0.000161,-0.439904,-2.841966,1
0.822,SPINUP,0.141472,0.442608,0.002309,0.097691,-0.270506,-0.261900,-0.000166,-0.439904,-2.875149,1
0.823,SPINUP,0.141471,0.442608,0.002310,0.097690,-0.270519,-0.261900,-0.000170,-0.439904,-2.908036,1
0.824,SPINUP,0.141470,0.442607,0.002310,0.097690,-0.270532,-0.261900,-0.000175,-0.439904,-2.940625,1
0.825,SPINUP,0.141469,0.442607,0.002310,0.097690,-0.270546,-0.261900,-0.000179,-0.439904,-2.972911,1
0.826,SPINUP,0.141468,0.442607,0.002311,0.097689,-0.270560,-0.261900,-0.000184,-0.439904,-3.004891,1
0.827,SPINUP,0.141466,0.442607,0.002311,0.097689,-0.270574,-0.261900,-0.000188,-0.439904,-3.036561,1
0.828,SPINUP,0.141465,0.442607,0.002312,0.097688,-0.270589,-0.261900,-0.000193,-0.439904,-3.067917,1
0.829,SPINUP,0.141464,0.442606,0.002312,0.097688,-0.270604,-0.261900,-0.000198,-0.439904,-3.098957,1
0.830,SPINUP,0.141463,0.442606,0.002313,0.097687,-0.270619,-0.261900,-0.000203,-0.439904,-3.129676,1
0.831,SPINUP,0.141461,0.442606,0.002313,0.097687,-0.270634,-0.261900,-0.000208,-0.439904,-3.160070,1
0.832,SPINUP,0.141460,0.442606,0.002314,0.097686,-0.270650,-0.261900,-0.000213,-0.439904,-3.190137,1
0.833,SPINUP,0.141459,0.442606,0.002314,0.097686,-0.270666,-0.261900,-0.000218,-0.439904,-3.219873,1
0.834,SPINUP,0.141458,0.442605,0.002315,0.097685,-0.270682,-0.261900,-0.000223,-0.439904,-3.249275,1
0.835,SPINUP,0.141456,0.442605,0.002315,0.097685,-0.270698,-0.261900,-0.000228,-0.439904,-3.278339,1
0.836,SPINUP,0.141455,0.442605,0.002316,0.097684,-0.270715,-0.261900,-0.000234,-0.439904,-3.307061,1
0.837,SPINUP,0.141454,0.442605,0.002316,0.097684,-0.270732,-0.261900,-0.000239,-0.439904,-3.335439,1
0.838,SPINUP,0.141452,0.442604,0.002317,0.097683,-0.270750,-0.261900,-0.000244,-0.439904,-3.363470,1
0.839,SPINUP,0.141451,0.442604,0.002317,0.097683,-0.270767,-0.261900,-0.000250,-0.439904,-3.391149,1
0.840,SPINUP,0.141450,0.442604,0.002318,0.097682,-0.270785,-0.261900,-0.000256,-0.439904,-3.418474,1
0.841,SPINUP,0.141448,0.442604,0.002318,0.097682,-0.270803,-0.261900,-0.000261,-0.439904,-3.445442,1
0.842,SPINUP,0.141447,0.442603,0.002319,0.097681,-0.270822,-0.261900,-0.000267,-0.439904,-3.472049,1
0.843,SPINUP,0.141446,0.442603,0.002319,0.097681,-0.270841,-0.261900,-0.000273,-0.439904,-3.498293,1
0.844,SPINUP,0.141444,0.442603,0.002320,0.097680,-0.270860,-0.261900,-0.000279,-0.439904,-3.524170,1
0.845,SPINUP,0.141443,0.442603,0.002320,0.097680,-0.270879,-0.261900,-0.000285,-0.439904,-3.549677,1
0.846,SPINUP,0.141441,0.442602,0.002321,0.097679,-0.270899,-0.261900,-0.000291,-0.439904,-3.574812,1
0.847,SPINUP,0.141440,0.442602,0.002321,0.097679,-0.270919,-0.261900,-0.000297,-0.439904,-3.599572,1
0.848,SPINUP,0.141438,0.442602,0.002321,0.097679,-0.270939,-0.261900,-0.000303,-0.439904,-3.623953,1
0.849,SPINUP,0.141437,0.442601,0.002322,0.097678,-0.270960,-0.261900,-0.000309,-0.439904,-3.647952,1
0.850,SPINUP,0.141436,0.442601,0.002322,0.097678,-0.270981,-0.261900,-0.000316,-0.439904,-3.671568,1
0.851,SPINUP,0.141434,0.442601,0.002323,0.097677,-0.271002,-0.261900,-0.000322,-0.439904,-3.694797,1
0.852,SPINUP,0.141433,0.442600,0.002323,0.097677,-0.271024,-0.261900,-0.000329,-0.439904,-3.717636,1
0.853,SPINUP,0.141431,0.442600,0.002324,0.097676,-0.271046,-0.261900,-0.000335,-0.439904,-3.740083,1
0.854,SPINUP,0.141430,0.442600,0.002324,0.097676,-0.271068,-0.261900,-0.000342,-0.439904,-3.762136,1
0.855,SPINUP,0.141428,0.442599,0.002324,0.097676,-0.271091,-0.261900,-0.000349,-0.439904,-3.783791,1
0.856,SPINUP,0.141427,0.442599,0.002325,0.097675,-0.271114,-0.261900,-0.000355,-0.439904,-3.805046,1
0.857,SPINUP,0.141425,0.442599,0.002325,0.097675,-0.271137,-0.261900,-0.000362,-0.439904,-3.825899,1
0.858,SPINUP,0.141424,0.442598,0.002326,0.097674,-0.271160,-0.261900,-0.000369,-0.439904,-3.846347,1
0.859,SPINUP,0.141422,0.442598,0.002326,0.097674,-0.271184,-0.261900,-0.000376,-0.439904,-3.866388,1
0.860,SPINUP,0.141420,0.442598,0.002327,0.097673,-0.271208,-0.261900,-0.000383,-0.439904,-3.886019,1
0.861,SPINUP,0.141419,0.442597,0.002327,0.097673,-0.271233,-0.261900,-0.000390,-0.439904,-3.905239,1
0.862,SPINUP,0.141417,0.442597,0.002327,0.097673,-0.271258,-0.261900,-0.000398,-0.439904,-3.924045,1
0.863,SPINUP,0.141416,0.442596,0.002328,0.097672,-0.271283,-0.261900,-0.000405,-0.439904,-3.942434,1
0.864,SPINUP,0.141414,0.442596,0.002328,0.097672,-0.271309,-0.261900,-0.000412,-0.439904,-3.960405,1
0.865,SPINUP,0.141413,0.442596,0.002328,0.097672,-0.271335,-0.261900,-0.000419,-0.439904,-3.977956,1
0.866,SPINUP,0.141411,0.442595,0.002329,0.097671,-0.271361,-0.261900,-0.000427,-0.439904,-3.995085,1
0.867,SPINUP,0.141409,0.442595,0.002329,0.097671,-0.271387,-0.261900,-0.000434,-0.439904,-4.011789,1
0.868,SPINUP,0.141408,0.442594,0.002329,0.097671,-0.271414,-0.261900,-0.000441,-0.439904,-4.028067,1
0.869,SPINUP,0.141406,0.442594,0.002330,0.097670,-0.271442,-0.261900,-0.000449,-0.439904,-4.043916,1
0.870,SPINUP,0.141405,0.442593,0.002330,0.097670,-0.271469,-0.261900,-0.000456,-0.439904,-4.059336,1
0.871,SPINUP,0.141403,0.442593,0.002330,0.097670,-0.271497,-0.261900,-0.000464,-0.439904,-4.074324,1
0.872,SPINUP,0.141401,0.442592,0.002331,0.097669,-0.271525,-0.261900,-0.000471,-0.439904,-4.088879,1
0.873,SPINUP,0.141400,0.442592,0.002331,0.097669,-0.271554,-0.261900,-0.000479,-0.439904,-4.102998,1
0.874,SPINUP,0.141398,0.442591,0.002331,0.097669,-0.271583,-0.261900,-0.000487,-0.439904,-4.116681,1
0.875,SPINUP,0.141396,0.442591,0.002332,0.097668,-0.271612,-0.261900,-0.000494,-0.439904,-4.129925,1
0.876,SPINUP,0.141395,0.442590,0.002332,0.097668,-0.271642,-0.261900,-0.000502,-0.439904,-4.142730,1
0.877,SPINUP,0.141393,0.442590,0.002332,0.097668,-0.271672,-0.261900,-0.000509,-0.439904,-4.155094,1
0.878,SPINUP,0.141391,0.442589,0.002332,0.097668,-0.271702,-0.261900,-0.000517,-0.439904,-4.167016,1
0.879,SPINUP,0.141390,0.442589,0.002333,0.097667,-0.271733,-0.261900,-0.000525,-0.439904,-4.178493,1
0.880,SPINUP,0.141388,0.442588,0.002333,0.097667,-0.271764,-0.261900,-0.000532,-0.439904,-4.189525,1
0.881,SPINUP,0.141386,0.442588,0.002333,0.097667,-0.271795,-0.261900,-0.000540,-0.439904,-4.200112,1
0.882,SPINUP,0.141385,0.442587,0.002333,0.097667,-0.271827,-0.261900,-0.000548,-0.439904,-4.210250,1
0.883,SPINUP,0.141383,0.442587,0.002334,0.097666,-0.271858,-0.261900,-0.000555,-0.439904,-4.219941,1
0.884,SPINUP,0.141381,0.442586,0.002334,0.097666,-0.271891,-0.261900,-0.000563,-0.439904,-4.229181,1
0.885,SPINUP,0.141380,0.442586,0.002334,0.097666,-0.271923,-0.261900,-0.000570,-0.439904,-4.237971,1
0.886,SPINUP,0.141378,0.442585,0.002334,0.097666,-0.271956,-0.261900,-0.000578,-0.439904,-4.246310,1
0.887,SPINUP,0.141376,0.442584,0.002334,0.097666,-0.271990,-0.261900,-0.000585,-0.439904,-4.254196,1
0.888,SPINUP,0.141375,0.442584,0.002334,0.097666,-0.272023,-0.261900,-0.000593,-0.439904,-4.261629,1
0.889,SPINUP,0.141373,0.442583,0.002335,0.097665,-0.272057,-0.261900,-0.000600,-0.439904,-4.268609,1
0.890,SPINUP,0.141371,0.442583,0.002335,0.097665,-0.272091,-0.261900,-0.000607,-0.439904,-4.275133,1
0.891,SPINUP,0.141369,0.442582,0.002335,0.097665,-0.272126,-0.261900,-0.000615,-0.439904,-4.281203,1
0.892,SPINUP,0.141368,0.442581,0.002335,0.097665,-0.272160,-0.261900,-0.000622,-0.439904,-4.286817,1
0.893,SPINUP,0.141366,0.442581,0.002335,0.097665,-0.272196,-0.261900,-0.000629,-0.439904,-4.291974,1
0.894,SPINUP,0.141364,0.442580,0.002335,0.097665,-0.272231,-0.261900,-0.000636,-0.439904,-4.296675,1
0.895,SPINUP,0.141363,0.442579,0.002335,0.097665,-0.272267,-0.261900,-0.000643,-0.439904,-4.300918,1
0.896,SPINUP,0.141361,0.442579,0.002335,0.097665,-0.272303,-0.261900,-0.000650,-0.439904,-4.304704,1
0.897,SPINUP,0.141359,0.442578,0.002336,0.097664,-0.272339,-0.261900,-0.000657,-0.439904,-4.308032,1
0.898,SPINUP,0.141357,0.442577,0.002336,0.097664,-0.272375,-0.261900,-0.000664,-0.439904,-4.310901,1
0.899,SPINUP,0.141356,0.442577,0.002336,0.097664,-0.272412,-0.261900,-0.000671,-0.439904,-4.313313,1
0.900,SPINUP,0.141354,0.442576,0.002336,0.097664,-0.272449,-0.261900,-0.000677,-0.439904,-4.315266,1
0.901,SPINUP,0.141352,0.442575,0.002336,0.097664,-0.272487,-0.261900,-0.000684,-0.439904,-4.316761,1
0.902,SPINUP,0.141351,0.442575,0.002336,0.097664,-0.272524,-0.261900,-0.000690,-0.439904,-4.317797,1
0.903,SPINUP,0.141349,0.442574,0.002336,0.097664,-0.272562,-0.261900,-0.000697,-0.439904,-4.318374,1
0.904,SPINUP,0.141347,0.442573,0.002336,0.097664,-0.272600,-0.261900,-0.000703,-0.439904,-4.318493,1
0.905,SPINUP,0.141345,0.442573,0.002336,0.097664,-0.272638,-0.261900,-0.000709,-0.439904,-4.318154,1
0.906,SPINUP,0.141344,0.442572,0.002336,0.097664,-0.272677,-0.261900,-0.000715,-0.439904,-4.317357,1
0.907,SPINUP,0.141342,0.442571,0.002336,0.097664,-0.272716,-0.261900,-0.000721,-0.439904,-4.316102,1
0.908,SPINUP,0.141340,0.442571,0.002336,0.097664,-0.272755,-0.261900,-0.000727,-0.439904,-4.314390,1
0.909,SPINUP,0.141338,0.442570,0.002336,0.097664,-0.272794,-0.261900,-0.000732,-0.439904,-4.312220,1
0.910,SPINUP,0.141337,0.442569,0.002336,0.097664,-0.272833,-0.261900,-0.000738,-0.439904,-4.309594,1
0.911,SPINUP,0.141335,0.442568,0.002336,0.097664,-0.272873,-0.261900,-0.000743,-0.439904,-4.306512,1
0.912,SPINUP,0.141333,0.442568,0.002336,0.097664,-0.272913,-0.261900,-0.000749,-0.439904,-4.302973,1
0.913,SPINUP,0.141332,0.442567,0.002336,0.097664,-0.272953,-0.261900,-0.000754,-0.439904,-4.298980,1
0.914,SPINUP,0.141330,0.442566,0.002336,0.097664,-0.272993,-0.261900,-0.000759,-0.439904,-4.294532,1
0.915,SPINUP,0.141328,0.442565,0.002335,0.097665,-0.273033,-0.261900,-0.000763,-0.439904,-4.289631,1
0.916,SPINUP,0.141327,0.442564,0.002335,0.097665,-0.273074,-0.261900,-0.000768,-0.439904,-4.284276,1
0.917,SPINUP,0.141325,0.442564,0.002335,0.097665,-0.273115,-0.261900,-0.000772,-0.439904,-4.278469,1
0.918,SPINUP,0.141323,0.442563,0.002335,0.097665,-0.273155,-0.261900,-0.000777,-0.439904,-4.272211,1
0.919,SPINUP,0.141321,0.442562,0.002335,0.097665,-0.273196,-0.261900,-0.000781,-0.439904,-4.265502,1
0.920,SPINUP,0.141320,0.442561,0.002335,0.097665,-0.273237,-0.261900,-0.000785,-0.439904,-4.258343,1
0.921,SPINUP,0.141318,0.442561,0.002335,0.097665,-0.273278,-0.261900,-0.000788,-0.439904,-4.250736,1
0.922,SPINUP,0.141316,0.442560,0.002335,0.097665,-0.273320,-0.261900,-0.000792,-0.439904,-4.242681,1
0.923,SPINUP,0.141315,0.442559,0.002334,0.097666,-0.273361,-0.261900,-0.000795,-0.439904,-4.234179,1
