time,phase,z,x,compression,leg_length,hip_angle,target_hip_angle,vx,vy,omega,contact
0.232,SPINUP,0.140813,0.442201,0.001886,0.098114,-0.296660,-0.261900,-0.002970,-0.439904,-3.308921,1
0.233,SPINUP,0.140796,0.442198,0.001898,0.098102,-0.296783,-0.261900,-0.002327,-0.439904,-3.360244,1
0.234,SPINUP,0.140780,0.442197,0.001910,0.098090,-0.296878,-0.261900,-0.001709,-0.439904,-3.410629,1
0.235,SPINUP,0.140766,0.442195,0.001921,0.098079,-0.296948,-0.261900,-0.001114,-0.439904,-3.460066,1
0.236,SPINUP,0.140753,0.442195,0.001932,0.098068,-0.296992,-0.261900,-0.000543,-0.439904,-3.508543,1
0.237,SPINUP,0.140742,0.442195,0.001943,0.098057,-0.297011,-0.261900,0.000004,-0.439904,-3.556048,1
0.238,SPINUP,0.140733,0.442195,0.001953,0.098047,-0.297007,-0.261900,0.000527,-0.439904,-3.602570,1
0.239,SPINUP,0.140725,0.442196,0.001963,0.098037,-0.296979,-0.261900,0.001027,-0.439904,-3.648098,1
0.240,SPINUP,0.140718,0.442198,0.001972,0.098028,-0.296929,-0.261900,0.001504,-0.439904,-3.692623,1
0.241,SPINUP,0.140713,0.442200,0.001981,0.098019,-0.296856,-0.261900,0.001960,-0.439904,-3.736134,1
0.242,SPINUP,0.140710,0.442202,0.001990,0.098010,-0.296763,-0.261900,0.002394,-0.439904,-3.778624,1
0.243,SPINUP,0.140708,0.442205,0.001998,0.098002,-0.296649,-0.261900,0.002773,-0.439904,-3.819931,1
0.244,SPINUP,0.140707,0.442208,0.002005,0.097995,-0.296515,-0.261900,0.003044,-0.439904,-3.859893,1
0.245,SPINUP,0.140708,0.442211,0.002012,0.097988,-0.296361,-0.261900,0.003280,-0.439904,-3.899014,1
0.246,SPINUP,0.140710,0.442215,0.002018,0.097982,-0.296189,-0.261900,0.003496,-0.439904,-3.937215,1
0.247,SPINUP,0.140714,0.442219,0.002024,0.097976,-0.295999,-0.261900,0.003696,-0.439904,-3.974441,1
0.248,SPINUP,0.140718,0.442222,0.002029,0.097971,-0.295792,-0.261900,0.003884,-0.439904,-4.010659,1
0.249,SPINUP,0.140724,0.442226,0.002034,0.097966,-0.295569,-0.261900,0.004060,-0.439904,-4.045850,1
0.250,SPINUP,0.140731,0.442231,0.002038,0.097962,-0.295330,-0.261900,0.004227,-0.439904,-4.080002,1
0.251,SPINUP,0.140739,0.442235,0.002043,0.097957,-0.295077,-0.261900,0.004385,-0.439904,-4.113112,1
0.252,SPINUP,0.140749,0.442240,0.002046,0.097954,-0.294809,-0.261900,0.004535,-0.439904,-4.145178,1
0.253,SPINUP,0.140759,0.442244,0.002049,0.097951,-0.294527,-0.261900,0.004678,-0.439904,-4.176205,1
0.254,SPINUP,0.140770,0.442249,0.002052,0.097948,-0.294233,-0.261900,0.004814,-0.439904,-4.206198,1
0.255,SPINUP,0.140782,0.442254,0.002055,0.097945,-0.293927,-0.261900,0.004945,-0.439904,-4.235165,1
0.256,SPINUP,0.140795,0.442259,0.002057,0.097943,-0.293609,-0.261900,0.005070,-0.439904,-4.263114,1
0.257,SPINUP,0.140809,0.442264,0.002059,0.097941,-0.293280,-0.261900,0.005189,-0.439904,-4.290055,1
0.258,SPINUP,0.140824,0.442270,0.002060,0.097940,-0.292941,-0.261900,0.005303,-0.439904,-4.315996,1
0.259,SPINUP,0.140839,0.442275,0.002061,0.097939,-0.292593,-0.261900,0.005413,-0.439904,-4.340948,1
0.260,SPINUP,0.140855,0.442281,0.002062,0.097938,-0.292236,-0.261900,0.005518,-0.439904,-4.364922,1
0.261,SPINUP,0.140872,0.442286,0.002063,0.097937,-0.291871,-0.261900,0.005618,-0.439904,-4.387926,1
0.262,SPINUP,0.140889,0.442292,0.002063,0.097937,-0.291498,-0.261900,0.005714,-0.439904,-4.409972,1
0.263,SPINUP,0.140907,0.442298,0.002063,0.097937,-0.291118,-0.261900,0.005806,-0.439904,-4.431069,1
0.264,SPINUP,0.140925,0.442304,0.002063,0.097937,-0.290732,-0.261900,0.005894,-0.439904,-4.451228,1
0.265,SPINUP,0.140943,0.442310,0.002063,0.097937,-0.290340,-0.261900,0.005977,-0.439904,-4.470459,1
0.266,SPINUP,0.140962,0.442316,0.002063,0.097937,-0.289944,-0.261900,0.006056,-0.439904,-4.488772,1
0.267,SPINUP,0.140981,0.442322,0.002062,0.097938,-0.289542,-0.261900,0.006131,-0.439904,-4.506176,1
0.268,SPINUP,0.141000,0.442328,0.002062,0.097938,-0.289137,-0.261900,0.006202,-0.439904,-4.522682,1
0.269,SPINUP,0.141019,0.442334,0.002062,0.097938,-0.288728,-0.261900,0.006268,-0.439904,-4.538300,1
0.270,SPINUP,0.141039,0.442341,0.002061,0.097939,-0.288316,-0.261900,0.006330,-0.439904,-4.553038,1
0.271,SPINUP,0.141058,0.442347,0.002060,0.097940,-0.287902,-0.261900,0.006387,-0.439904,-4.566906,1
0.272,SPINUP,0.141078,0.442353,0.002060,0.097940,-0.287487,-0.261900,0.006439,-0.439904,-4.579913,1
0.273,SPINUP,0.141097,0.442360,0.002059,0.097941,-0.287069,-0.261900,0.006487,-0.439904,-4.592069,1
0.274,SPINUP,0.141117,0.442366,0.002059,0.097941,-0.286651,-0.261900,0.006529,-0.439904,-4.603381,1
0.275,SPINUP,0.141136,0.442373,0.002059,0.097941,-0.286233,-0.261900,0.006567,-0.439904,-4.613859,1
0.276,SPINUP,0.141155,0.442380,0.002059,0.097941,-0.285814,-0.261900,0.006599,-0.439904,-4.623510,1
0.277,SPINUP,0.141174,0.442386,0.002058,0.097942,-0.285397,-0.261900,0.006626,-0.439904,-4.632342,1
0.278,SPINUP,0.141192,0.442393,0.002058,0.097942,-0.284980,-0.261900,0.006647,-0.439904,-4.640364,1
0.279,SPINUP,0.141211,0.442400,0.002059,0.097941,-0.284564,-0.261900,0.006663,-0.439904,-4.647582,1
0.280,SPINUP,0.141229,0.442406,0.002059,0.097941,-0.284150,-0.261900,0.006672,-0.439904,-4.654004,1
0.281,SPINUP,0.141247,0.442413,0.002059,0.097941,-0.283739,-0.261900,0.006676,-0.439904,-4.659636,1
0.282,SPINUP,0.141264,0.442420,0.002060,0.097940,-0.283330,-0.261900,0.006673,-0.439904,-4.664487,1
0.283,SPINUP,0.141281,0.442426,0.002061,0.097939,-0.282923,-0.261900,0.006664,-0.439904,-4.668562,1
0.284,SPINUP,0.141298,0.442433,0.002062,0.097938,-0.282520,-0.261900,0.006649,-0.439904,-4.671867,1
0.285,SPINUP,0.141314,0.442439,0.002063,0.097937,-0.282121,-0.261900,0.006628,-0.439904,-4.674410,1
0.286,SPINUP,0.141330,0.442446,0.002064,0.097936,-0.281725,-0.261900,0.006600,-0.439904,-4.676197,1
0.287,SPINUP,0.141345,0.442453,0.002065,0.097935,-0.281333,-0.261900,0.006565,-0.439904,-4.677233,1
0.288,SPINUP,0.141360,0.442459,0.002067,0.097933,-0.280946,-0.261900,0.006524,-0.439904,-4.677525,1
0.289,SPINUP,0.141375,0.442466,0.002068,0.097932,-0.280564,-0.261900,0.006477,-0.439904,-4.677079,1
0.290,SPINUP,0.141389,0.442472,0.002070,0.097930,-0.280186,-0.261900,0.006423,-0.439904,-4.675902,1
0.291,SPINUP,0.141403,0.442478,0.002072,0.097928,-0.279814,-0.261900,0.006362,-0.439904,-4.673999,1
0.292,SPINUP,0.141416,0.442485,0.002074,0.097926,-0.279448,-0.261900,0.006296,-0.439904,-4.671377,1
0.293,SPINUP,0.141429,0.442491,0.002077,0.097923,-0.279087,-0.261900,0.006223,-0.439904,-4.668041,1
0.294,SPINUP,0.141441,0.442497,0.002079,0.097921,-0.278731,-0.261900,0.006143,-0.439904,-4.664000,1
0.295,SPINUP,0.141453,0.442503,0.002081,0.097919,-0.278382,-0.261900,0.006058,-0.439904,-4.659258,1
0.296,SPINUP,0.141465,0.442509,0.002084,0.097916,-0.278040,-0.261900,0.005967,-0.439904,-4.653824,1
0.297,SPINUP,0.141476,0.442515,0.002087,0.097913,-0.277703,-0.261900,0.005870,-0.439904,-4.647703,1
0.298,SPINUP,0.141487,0.442521,0.002089,0.097911,-0.277374,-0.261900,0.005768,-0.439904,-4.640904,1
0.299,SPINUP,0.141497,0.442526,0.002092,0.097908,-0.277051,-0.261900,0.005660,-0.439904,-4.633433,1
0.300,SPINUP,0.141507,0.442532,0.002095,0.097905,-0.276735,-0.261900,0.005548,-0.439904,-4.625299,1
0.301,SPINUP,0.141516,0.442537,0.002098,0.097902,-0.276426,-0.261900,0.005430,-0.439904,-4.616509,1
0.302,SPINUP,0.141526,0.442543,0.002100,0.097900,-0.276124,-0.261900,0.005308,-0.439904,-4.607071,1
0.303,SPINUP,0.141534,0.442548,0.002103,0.097897,-0.275830,-0.261900,0.005181,-0.439904,-4.596994,1
0.304,SPINUP,0.141543,0.442553,0.002106,0.097894,-0.275543,-0.261900,0.005050,-0.439904,-4.586287,1
0.305,SPINUP,0.141551,0.442558,0.002109,0.097891,-0.275263,-0.261900,0.004916,-0.439904,-4.574958,1
0.306,SPINUP,0.141559,0.442563,0.002111,0.097889,-0.274991,-0.261900,0.004778,-0.439904,-4.563017,1
0.307,SPINUP,0.141566,0.442567,0.002114,0.097886,-0.274726,-0.261900,0.004637,-0.439904,-4.550474,1
0.308,SPINUP,0.141574,0.442572,0.002117,0.097883,-0.274469,-0.261900,0.004493,-0.439904,-4.537337,1
0.309,SPINUP,0.141581,0.442576,0.002119,0.097881,-0.274220,-0.261900,0.004346,-0.439904,-4.523618,1
0.310,SPINUP,0.141587,0.442580,0.002122,0.097878,-0.273979,-0.261900,0.004197,-0.439904,-4.509326,1
0.311,SPINUP,0.141594,0.442584,0.002124,0.097876,-0.273745,-0.261900,0.004047,-0.439904,-4.494472,1
0.312,SPINUP,0.141600,0.442588,0.002126,0.097874,-0.273520,-0.261900,0.003894,-0.439904,-4.479067,1
0.313,SPINUP,0.141606,0.442592,0.002128,0.097872,-0.273302,-0.261900,0.003741,-0.439904,-4.463120,1
0.314,SPINUP,0.141612,0.442596,0.002130,0.097870,-0.273091,-0.261900,0.003586,-0.439904,-4.446644,1
0.315,SPINUP,0.141618,0.442599,0.002132,0.097868,-0.272889,-0.261900,0.003430,-0.439904,-4.429650,1
0.316,SPINUP,0.141623,0.442602,0.002134,0.097866,-0.272695,-0.261900,0.003275,-0.439904,-4.412148,1
0.317,SPINUP,0.141628,0.442605,0.002136,0.097864,-0.272508,-0.261900,0.003119,-0.439904,-4.394149,1
0.318,SPINUP,0.141633,0.442608,0.002137,0.097863,-0.272329,-0.261900,0.002963,-0.439904,-4.375666,1
0.319,SPINUP,0.141638,0.442611,0.002138,0.097862,-0.272158,-0.261900,0.002808,-0.439904,-4.356709,1
0.320,SPINUP,0.141643,0.442614,0.002140,0.097860,-0.271995,-0.261900,0.002654,-0.439904,-4.337290,1
0.321,SPINUP,0.141647,0.442616,0.002141,0.097859,-0.271839,-0.261900,0.002501,-0.439904,-4.317420,1
0.322,SPINUP,0.141652,0.442619,0.002141,0.097859,-0.271691,-0.261900,0.002349,-0.439904,-4.297110,1
0.323,SPINUP,0.141656,0.442621,0.002142,0.097858,-0.271551,-0.261900,0.002198,-0.439904,-4.276371,1
0.324,SPINUP,0.141660,0.442623,0.002143,0.097857,-0.271418,-0.261900,0.002049,-0.439904,-4.255215,1
0.325,SPINUP,0.141664,0.442625,0.002143,0.097857,-0.271293,-0.261900,0.001903,-0.439904,-4.233651,1
0.326,SPINUP,0.141668,0.442627,0.002143,0.097857,-0.271175,-0.261900,0.001758,-0.439904,-4.211692,1
0.327,SPINUP,0.141671,0.442628,0.002143,0.097857,-0.271064,-0.261900,0.001616,-0.439904,-4.189346,1
0.328,SPINUP,0.141675,0.442630,0.002143,0.097857,-0.270960,-0.261900,0.001476,-0.439904,-4.166624,1
0.329,SPINUP,0.141678,0.442631,0.002143,0.097857,-0.270864,-0.261900,0.001339,-0.439904,-4.143536,1
0.330,SPINUP,0.141681,0.442632,0.002143,0.097857,-0.270774,-0.261900,0.001205,-0.439904,-4.120092,1
0.331,SPINUP,0.141684,0.442633,0.002143,0.097857,-0.270692,-0.261900,0.001074,-0.439904,-4.096300,1
0.332,SPINUP,0.141687,0.442634,0.002142,0.097858,-0.270616,-0.261900,0.000946,-0.439904,-4.072171,1
0.333,SPINUP,0.141690,0.442635,0.002141,0.097859,-0.270547,-0.261900,0.000821,-0.439904,-4.047711,1
0.334,SPINUP,0.141693,0.442636,0.002141,0.097859,-0.270485,-0.261900,0.000699,-0.439904,-4.022930,1
0.335,SPINUP,0.141695,0.442636,0.002140,0.097860,-0.270429,-0.261900,0.000581,-0.439904,-3.997835,1
0.336,SPINUP,0.141698,0.442637,0.002139,0.097861,-0.270380,-0.261900,0.000466,-0.439904,-3.972433,1
0.337,SPINUP,0.141700,0.442637,0.002138,0.097862,-0.270337,-0.261900,0.000355,-0.439904,-3.946732,1
0.338,SPINUP,0.141702,0.442637,0.002137,0.097863,-0.270300,-0.261900,0.000247,-0.439904,-3.920738,1
0.339,SPINUP,0.141704,0.442638,0.002136,0.097864,-0.270269,-0.261900,0.000143,-0.439904,-3.894458,1
0.340,SPINUP,0.141706,0.442638,0.002134,0.097866,-0.270243,-0.261900,0.000043,-0.439904,-3.867896,1
0.341,SPINUP,0.141707,0.442638,0.002133,0.097867,-0.270224,-0.261900,-0.000054,-0.439904,-3.841059,1
0.342,SPINUP,0.141708,0.442637,0.002132,0.097868,-0.270210,-0.261900,-0.000148,-0.439904,-3.813951,1
0.343,SPINUP,0.141710,0.442637,0.002131,0.097869,-0.270202,-0.261900,-0.000238,-0.439904,-3.786576,1
0.344,SPINUP,0.141711,0.442637,0.002129,0.097871,-0.270199,-0.261900,-0.000324,-0.439904,-3.758939,1
0.345,SPINUP,0.141712,0.442636,0.002128,0.097872,-0.270201,-0.261900,-0.000407,-0.439904,-3.731044,1
0.346,SPINUP,0.141712,0.442636,0.002126,0.097874,-0.270209,-0.261900,-0.000487,-0.439904,-3.702893,1
0.347,SPINUP,0.141713,0.442635,0.002125,0.097875,-0.270221,-0.261900,-0.000563,-0.439904,-3.674489,1
0.348,SPINUP,0.141713,0.442635,0.002124,0.097876,-0.270238,-0.261900,-0.000635,-0.439904,-3.645836,1
0.349,SPINUP,0.141713,0.442634,0.002122,0.097878,-0.270260,-0.261900,-0.000705,-0.439904,-3.616934,1
0.350,SPINUP,0.141713,0.442633,0.002121,0.097879,-0.270286,-0.261900,-0.000771,-0.439904,-3.587786,1
0.351,SPINUP,0.141713,0.442632,0.002120,0.097880,-0.270317,-0.261900,-0.000834,-0.439904,-3.558394,1
0.352,SPINUP,0.141712,0.442632,0.002118,0.097882,-0.270351,-0.261900,-0.000895,-0.439904,-3.528758,1
0.353,SPINUP,0.141712,0.442631,0.002117,0.097883,-0.270390,-0.261900,-0.000952,-0.439904,-3.498880,1
0.354,SPINUP,0.141711,0.442630,0.002116,0.097884,-0.270433,-0.261900,-0.001006,-0.439904,-3.468760,1
0.355,SPINUP,0.141710,0.442629,0.002115,0.097885,-0.270480,-0.261900,-0.001058,-0.439904,-3.438399,1
0.356,SPINUP,0.141708,0.442627,0.002113,0.097887,-0.270530,-0.261900,-0.001107,-0.439904,-3.407797,1
0.357,SPINUP,0.141707,0.442626,0.002112,0.097888,-0.270584,-0.261900,-0.001153,-0.439904,-3.376953,1
0.358,SPINUP,0.141705,0.442625,0.002111,0.097889,-0.270641,-0.261900,-0.001197,-0.439904,-3.345869,1
0.359,SPINUP,0.141703,0.442624,0.002110,0.097890,-0.270702,-0.261900,-0.001238,-0.439904,-3.314543,1
0.360,SPINUP,0.141701,0.442623,0.002109,0.097891,-0.270766,-0.261900,-0.001277,-0.439904,-3.282975,1
0.361,SPINUP,0.141699,0.442621,0.002109,0.097891,-0.270832,-0.261900,-0.001314,-0.439904,-3.251166,1
0.362,SPINUP,0.141697,0.442620,0.002108,0.097892,-0.270901,-0.261900,-0.001349,-0.439904,-3.219114,1
0.363,SPINUP,0.141694,0.442618,0.002107,0.097893,-0.270974,-0.261900,-0.001381,-0.439904,-3.186819,1
0.364,SPINUP,0.141692,0.442617,0.002107,0.097893,-0.271048,-0.261900,-0.001412,-0.439904,-3.154281,1
0.365,SPINUP,0.141689,0.442616,0.002106,0.097894,-0.271125,-0.261900,-0.001441,-0.439904,-3.121499,1
0.366,SPINUP,0.141686,0.442614,0.002105,0.097895,-0.271205,-0.261900,-0.001468,-0.439904,-3.088473,1
0.367,SPINUP,0.141682,0.442613,0.002105,0.097895,-0.271286,-0.261900,-0.001493,-0.439904,-3.055201,1
0.368,SPINUP,0.141679,0.442611,0.002105,0.097895,-0.271370,-0.261900,-0.001517,-0.439904,-3.021685,1
0.369,SPINUP,0.141676,0.442610,0.002104,0.097896,-0.271455,-0.261900,-0.001539,-0.439904,-2.987924,1
0.370,SPINUP,0.141672,0.442608,0.002104,0.097896,-0.271542,-0.261900,-0.001560,-0.439904,-2.953918,1
0.371,SPINUP,0.141668,0.442606,0.002104,0.097896,-0.271631,-0.261900,-0.001579,-0.439904,-2.919667,1
0.372,SPINUP,0.141664,0.442605,0.002104,0.097896,-0.271722,-0.261900,-0.001597,-0.439904,-2.885170,1
0.373,SPINUP,0.141660,0.442603,0.002104,0.097896,-0.271813,-0.261900,-0.001613,-0.439904,-2.850429,1
0.374,SPINUP,0.141656,0.442602,0.002103,0.097897,-0.271906,-0.261900,-0.001628,-0.439904,-2.815445,1
0.375,SPINUP,0.141652,0.442600,0.002103,0.097897,-0.272001,-0.261900,-0.001642,-0.439904,-2.780216,1
0.376,SPINUP,0.141648,0.442598,0.002103,0.097897,-0.272096,-0.261900,-0.001655,-0.439904,-2.744746,1
0.377,SPINUP,0.141644,0.442597,0.002104,0.097896,-0.272193,-0.261900,-0.001666,-0.439904,-2.709035,1
0.378,SPINUP,0.141639,0.442595,0.002104,0.097896,-0.272290,-0.261900,-0.001677,-0.439904,-2.673083,1
0.379,SPINUP,0.141635,0.442593,0.002104,0.097896,-0.272388,-0.261900,-0.001686,-0.439904,-2.636894,1
0.380,SPINUP,0.141630,0.442592,0.002104,0.097896,-0.272486,-0.261900,-0.001695,-0.439904,-2.600468,1
0.381,SPINUP,0.141626,0.442590,0.002104,0.097896,-0.272585,-0.261900,-0.001702,-0.439904,-2.563808,1
0.382,SPINUP,0.141621,0.442588,0.002104,0.097896,-0.272685,-0.261900,-0.001708,-0.439904,-2.526915,1
0.383,SPINUP,0.141616,0.442586,0.002105,0.097895,-0.272785,-0.261900,-0.001714,-0.439904,-2.489793,1
0.384,SPINUP,0.141612,0.442585,0.002105,0.097895,-0.272885,-0.261900,-0.001718,-0.439904,-2.452443,1
0.385,SPINUP,0.141607,0.442583,0.002105,0.097895,-0.272985,-0.261900,-0.001722,-0.439904,-2.414869,1
0.386,SPINUP,0.141602,0.442581,0.002105,0.097895,-0.273086,-0.261900,-0.001724,-0.439904,-2.377074,1
0.387,SPINUP,0.141598,0.442580,0.002106,0.097894,-0.273186,-0.261900,-0.001726,-0.439904,-2.339061,1
0.388,SPINUP,0.141593,0.442578,0.002106,0.097894,-0.273286,-0.261900,-0.001726,-0.439904,-2.300833,1
0.389,SPINUP,0.141588,0.442576,0.002106,0.097894,-0.273386,-0.261900,-0.001726,-0.439904,-2.262395,1
0.390,SPINUP,0.141584,0.442574,0.002106,0.097894,-0.273486,-0.261900,-0.001725,-0.439904,-2.223749,1
0.391,SPINUP,0.141579,0.442573,0.002107,0.097893,-0.273585,-0.261900,-0.001722,-0.439904,-2.184900,1
0.392,SPINUP,0.141574,0.442571,0.002107,0.097893,-0.273684,-0.261900,-0.001719,-0.439904,-2.145851,1
0.393,SPINUP,0.141570,0.442569,0.002107,0.097893,-0.273783,-0.261900,-0.001715,-0.439904,-2.106608,1
0.394,SPINUP,0.141565,0.442568,0.002107,0.097893,-0.273881,-0.261900,-0.001710,-0.439904,-2.067174,1
0.395,SPINUP,0.141561,0.442566,0.002107,0.097893,-0.273978,-0.261900,-0.001705,-0.439904,-2.027554,1
0.396,SPINUP,0.141557,0.442564,0.002108,0.097892,-0.274074,-0.261900,-0.001698,-0.439904,-1.987753,1
0.397,SPINUP,0.141552,0.442562,0.002108,0.097892,-0.274170,-0.261900,-0.001690,-0.439904,-1.947774,1
0.398,SPINUP,0.141548,0.442561,0.002108,0.097892,-0.274265,-0.261900,-0.001681,-0.439904,-1.907623,1
0.399,SPINUP,0.141544,0.442559,0.002108,0.097892,-0.274359,-0.261900,-0.001672,-0.439904,-1.867305,1
0.400,SPINUP,0.141540,0.442557,0.002108,0.097892,-0.274452,-0.261900,-0.001661,-0.439904,-1.826824,1
0.401,SPINUP,0.141536,0.442556,0.002108,0.097892,-0.274544,-0.261900,-0.001650,-0.439904,-1.786184,1
0.402,SPINUP,0.141532,0.442554,0.002108,0.097892,-0.274635,-0.261900,-0.001637,-0.439904,-1.745392,1
0.403,SPINUP,0.141528,0.442553,0.002108,0.097892,-0.274725,-0.261900,-0.001624,-0.439904,-1.704452,1
0.404,SPINUP,0.141524,0.442551,0.002108,0.097892,-0.274814,-0.261900,-0.001609,-0.439904,-1.663368,1
0.405,SPINUP,0.141520,0.442549,0.002108,0.097892,-0.274901,-0.261900,-0.001594,-0.439904,-1.622145,1
0.406,SPINUP,0.141517,0.442548,0.002108,0.097892,-0.274987,-0.261900,-0.001578,-0.439904,-1.580789,1
0.407,SPINUP,0.141513,0.442546,0.002108,0.097892,-0.275072,-0.261900,-0.001561,-0.439904,-1.539304,1
0.408,SPINUP,0.141510,0.442545,0.002108,0.097892,-0.275156,-0.261900,-0.001543,-0.439904,-1.497694,1
0.409,SPINUP,0.141506,0.442543,0.002108,0.097892,-0.275238,-0.261900,-0.001524,-0.439904,-1.455964,1
0.410,SPINUP,0.141503,0.442542,0.002108,0.097892,-0.275319,-0.261900,-0.001504,-0.439904,-1.414119,1
0.411,SPINUP,0.141500,0.442540,0.002108,0.097892,-0.275398,-0.261900,-0.001483,-0.439904,-1.372164,1
0.412,SPINUP,0.141496,0.442539,0.002108,0.097892,-0.275476,-0.261900,-0.001461,-0.439904,-1.330102,1
0.413,SPINUP,0.141493,0.442537,0.002107,0.097893,-0.275553,-0.261900,-0.001439,-0.439904,-1.287937,1
0.414,SPINUP,0.141490,0.442536,0.002107,0.097893,-0.275627,-0.261900,-0.001416,-0.439904,-1.245675,1
0.415,SPINUP,0.141487,0.442534,0.002107,0.097893,-0.275701,-0.261900,-0.001392,-0.439904,-1.203320,1
0.416,SPINUP,0.141485,0.442533,0.002107,0.097893,-0.275773,-0.261900,-0.001367,-0.439904,-1.160874,1
0.417,SPINUP,0.141482,0.442532,0.002107,0.097893,-0.275843,-0.261900,-0.001341,-0.439904,-1.118343,1
0.418,SPINUP,0.141479,0.442530,0.002107,0.097893,-0.275911,-0.261900,-0.001315,-0.439904,-1.075730,1
0.419,SPINUP,0.141476,0.442529,0.002106,0.097894,-0.275978,-0.261900,-0.001288,-0.439904,-1.033039,1
0.420,SPINUP,0.141474,0.442528,0.002106,0.097894,-0.276044,-0.261900,-0.001260,-0.439904,-0.990273,1
0.421,SPINUP,0.141471,0.442527,0.002106,0.097894,-0.276107,-0.261900,-0.001232,-0.439904,-0.947436,1
0.422,SPINUP,0.141469,0.442525,0.002106,0.097894,-0.276169,-0.261900,-0.001203,-0.439904,-0.904531,1
0.423,SPINUP,0.141467,0.442524,0.002106,0.097894,-0.276229,-0.261900,-0.001174,-0.439904,-0.861562,1
0.424,SPINUP,0.141464,0.442523,0.002106,0.097894,-0.276288,-0.261900,-0.001144,-0.439904,-0.818531,1
0.425,SPINUP,0.141462,0.442522,0.002106,0.097894,-0.276345,-0.261900,-0.001114,-0.439904,-0.775443,1
0.426,SPINUP,0.141460,0.442521,0.002105,0.097895,-0.276400,-0.261900,-0.001084,-0.439904,-0.732300,1
0.427,SPINUP,0.141458,0.442520,0.002105,0.097895,-0.276454,-0.261900,-0.001053,-0.439904,-0.689105,1
0.428,SPINUP,0.141456,0.442519,0.002105,0.097895,-0.276506,-0.261900,-0.001021,-0.439904,-0.645861,1
0.429,SPINUP,0.141454,0.442518,0.002105,0.097895,-0.276556,-0.261900,-0.000990,-0.439904,-0.602572,1
0.430,SPINUP,0.141452,0.442517,0.002105,0.097895,-0.276604,-0.261900,-0.000958,-0.439904,-0.559239,1
0.431,SPINUP,0.141450,0.442516,0.002105,0.097895,-0.276651,-0.261900,-0.000926,-0.439904,-0.515865,1
0.432,SPINUP,0.141448,0.442515,0.002105,0.097895,-0.276696,-0.261900,-0.000893,-0.439904,-0.472454,1
0.433,SPINUP,0.141446,0.442514,0.002105,0.097895,-0.276740,-0.261900,-0.000861,-0.439904,-0.429008,1
0.434,SPINUP,0.141445,0.442513,0.002105,0.097895,-0.276781,-0.261900,-0.000829,-0.439904,-0.385530,1
0.435,SPINUP,0.141443,0.442513,0.002105,0.097895,-0.276822,-0.261900,-0.000797,-0.439904,-0.342022,1
0.436,SPINUP,0.141441,0.442512,0.002106,0.097894,-0.276860,-0.261900,-0.000764,-0.439904,-0.298487,1
0.437,SPINUP,0.141440,0.442511,0.002106,0.097894,-0.276897,-0.261900,-0.000732,-0.439904,-0.254929,1
0.438,SPINUP,0.141438,0.442510,0.002106,0.097894,-0.276932,-0.261900,-0.000700,-0.439904,-0.211348,1
0.439,SPINUP,0.141436,0.442510,0.002106,0.097894,-0.276965,-0.261900,-0.000668,-0.439904,-0.167749,1
0.440,SPINUP,0.141435,0.442509,0.002106,0.097894,-0.276997,-0.261900,-0.000636,-0.439904,-0.124133,1
0.441,SPINUP,0.141433,0.442508,0.002107,0.097893,-0.277028,-0.261900,-0.000605,-0.439904,-0.080505,1
0.442,SPINUP,0.141432,0.442508,0.002107,0.097893,-0.277057,-0.261900,-0.000574,-0.439904,-0.036866,1
0.443,SPINUP,0.141430,0.442507,0.002107,0.097893,-0.277084,-0.261900,-0.000543,-0.439904,0.006781,1
0.444,SPINUP,0.141429,0.442507,0.002108,0.097892,-0.277110,-0.261900,-0.000512,-0.439904,0.050433,1
